name	F6F7_qtl	F6F7_h2
Bacteria.Firmicutes.Clostridia.Clostridiales.Tissierellaceae	0	0.034885087
Otu103	0	0.034842127
Otu11073	0	0.034796921
Otu475	0.5	0.034791829
Otu1322	0	0.034790842
Otu25357	0	0.034776379
Otu4128	0	0.034577341
Otu21408	0	0.034533389
Otu333	0	0.034445175
Otu9711	0	0.03440368
Otu949	0.5	0.034354032
Otu22966	0	0.034221816
Otu9305	0	0.034207275
Otu17807	0	0.034075035
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira	0	0.034071986
Otu24748	0	0.034027078
Otu1232	0	0.034013615
Otu28447	0	0.03398353
Otu917	0.5	0.033980867
Otu16985	0	0.033973296
Otu17782	0	0.033965478
Otu6461	0.5	0.033921072
Otu26415	0	0.033736213
Otu160	0	0.033663967
Otu142	0	0.03352845
Otu378	0	0.033313869
Otu17010	0	0.033310783
Otu9481	0	0.033267482
Otu12649	0	0.033223325
Otu118	0	0.03313621
Bacteria.Firmicutes.Bacilli.Lactobacillales.Lactobacillaceae.Lactobacillus.Lactobacillus_mucosae	0	0.03313621
Otu16147	0	0.033029255
Otu22762	0	0.033026228
Otu9513	0	0.032996119
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Ruminococcus.Ruminococcus_gnavus	0.5	0.03299015
Otu3415	0	0.032921558
Otu988	0	0.03286164
Otu13919	0	0.03284255
Otu15794	0.5	0.032765808
Otu21148	0	0.032753916
Otu10750	0	0.032670184
Otu16292	0	0.032636758
Otu3957	0	0.032561882
Otu9846	0	0.03254708
Otu21330	0.5	0.032512751
Otu16914	0	0.032506202
Otu16788	0	0.032504406
Otu9203	0	0.032494434
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Ruminococcus	0	0.032399193
Otu1034	0.5	0.03238972
Otu7858	0	0.032299644
Otu9018	0.5	0.032299551
Otu3305	0	0.032241363
Otu1174	0	0.032240767
Otu348	0	0.032227054
Otu15726	0	0.032205301
Otu23016	0.5	0.032181486
Otu16695	0	0.032070936
Otu761	0	0.03200594
Otu17759	0	0.031986035
Otu10394	0	0.031958966
Otu24286	0	0.031915828
Otu6081	0	0.031872635
Otu15775	0	0.031866101
Otu16297	0	0.031837403
Otu1307	0	0.03169155
Otu26351	0	0.031688436
Otu16170	0	0.031668457
Otu22060	0	0.03158024
Bacteria.Actinobacteria.Actinobacteria.Actinomycetales	0	0.031572338
Otu3592	0	0.031514761
Otu16020	0	0.031484219
Otu9266	0.5	0.031476374
Otu1122	0	0.031415254
Otu5723	0	0.031407082
Otu7354	0	0.031403024
Otu8916	0	0.031363612
Otu133	0	0.031339119
Otu15850	0	0.031238782
Otu16280	0	0.031221465
Otu7438	0	0.031217452
Otu6598	0	0.031208625
Otu360	0	0.031031567
Otu2130	0	0.031020594
Otu29846	0	0.031019862
Otu7184	0	0.031013249
Otu24709	0	0.031002013
Otu10495	0	0.030973043
Otu13060	0	0.030858841
Otu16972	0	0.030795556
Otu16397	0	0.03076405
Otu11991	0	0.030475362
Otu86	2	0.030415314
Otu13392	0	0.03041491
Otu26637	0	0.030380672
Otu9330	0	0.030330701
Otu9566	0	0.030294094
Otu21938	0	0.030282551
Otu10773	0	0.030244229
Bacteria.Proteobacteria.Epsilonproteobacteria.Campylobacterales.Helicobacteraceae	0.5	0.03022941
Otu5946	0	0.030188892
Otu1521	0	0.030168926
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus	0	0.030168762
Otu1485	0	0.030144874
Otu16255	0	0.030141067
Otu890	0	0.029963355
Otu16163	0	0.029902734
Otu7808	0	0.029800724
Otu880	0	0.029532937
Otu21778	0	0.029473341
Otu20952	0	0.029412505
Otu9907	0	0.029382411
Otu16070	0	0.029381934
Otu10726	0	0.029338972
Otu21526	0.5	0.029258514
Otu7829	0	0.029190752
Otu21880	0	0.029173214
Otu30455	0	0.029132278
Otu15822	0.5	0.029122191
Otu15785	0	0.029117363
Otu31530	0	0.029089414
Otu11052	0	0.029063861
Otu505	0	0.029062352
Otu15744	1.5	0.029048168
Otu16409	0	0.028990569
Otu9216	0	0.028976693
Otu8090	0	0.028928347
Otu30169	0	0.028922242
Otu1029	0	0.02878379
Otu7266	0	0.028664363
Otu21568	0	0.028647451
Otu2019	0	0.028630665
Otu474	0	0.028627726
Otu1297	0	0.028595991
Otu251	0	0.028580437
Otu15863	0	0.028561968
Otu673	0.5	0.028297265
Otu9584	0	0.028295958
Otu7291	0.5	0.028253791
Otu7911	0	0.028233176
Otu7084	0	0.028231442
Otu6031	0	0.028201851
Otu27576	0	0.028192878
Otu11548	0	0.028190791
Otu15860	0	0.028169418
Otu10725	0	0.028116728
Otu15799	0	0.028057246
Otu28553	0	0.028054512
Otu29651	0	0.028035276
Otu10764	0	0.027998564
Otu16095	0	0.027996898
Otu9791	0	0.027992582
Bacteria.Lentisphaerae.Lentisphaeria	0	0.027936309
Bacteria.Lentisphaerae	0	0.027936309
Otu21319	0	0.027743023
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnobacterium	0	0.027743023
Otu8151	0	0.027742567
Otu839	0	0.027710747
Otu789	0	0.027695888
Otu15666	0	0.027688175
Otu31334	0	0.0276686
Otu10121	0	0.027656477
Otu657	0	0.027653134
Otu1091	0	0.027650131
Otu7429	0	0.02764789
Otu283	0	0.027600772
Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Mitsuokella	0	0.027576436
Otu2586	0	0.027550095
Otu28789	0	0.027485335
Otu2665	0	0.027474054
Otu9973	0	0.027451644
Otu24749	0	0.027441296
Otu6049	0	0.027410074
Bacteria.Lentisphaerae.Lentisphaeria.Z20.R4.45B	0.5	0.02734443
Otu21973	0	0.027341736
Otu9526	0.5	0.027341005
Otu29197	0	0.027324096
Otu1386	0	0.027316877
Otu26012	0	0.027304053
Otu8905	0	0.027295565
Otu14919	0	0.027204118
Otu17013	0	0.027116428
Otu11563	0	0.027066645
Otu29	0	0.027036937
Otu21402	0	0.026932333
Otu21628	0	0.026928064
Otu2866	0	0.026817009
Otu10016	0	0.026816232
Otu7626	0	0.026721087
Bacteria.Actinobacteria.Actinobacteria	0.5	0.026678302
Otu11781	0	0.026667288
Otu11279	0	0.026665959
Otu17094	0	0.026659772
Otu21328	0	0.026575082
Otu7010	2.5	0.026557889
Otu24781	0	0.026521994
Otu12499	0	0.026412732
Otu8243	0	0.026410305
Otu12885	0	0.026381647
Otu7226	0	0.026371631
Otu7138	0	0.026231316
Otu16094	0	0.026167548
Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Veillonella	0	0.026029449
Otu14145	0	0.02601562
Otu970	0	0.025971166
Otu11837	0	0.025960589
Bacteria.Tenericutes.Mollicutes.RF39	0.5	0.025960224
Otu27970	0	0.025882951
Otu16129	0	0.025864581
Otu29017	0	0.025864264
Otu28521	0	0.025840874
Otu661	0	0.025798466
Otu485	0	0.025744269
Otu15919	0	0.025628549
Otu8158	0	0.025499244
Otu26283	0	0.025493846
Otu7035	0	0.025442054
Otu1240	0	0.025375907
Otu14328	0	0.025343025
Otu7922	0	0.025335667
Otu755	0.5	0.025271308
Otu621	0.5	0.02522776
Otu655	0	0.025214482
Otu13417	0	0.025213168
Otu24596	0	0.02516475
Otu12486	0	0.025159014
Otu7284	0	0.025146954
Otu10627	0	0.025134696
Otu7796	0.5	0.025131547
Otu8067	0.5	0.025104544
Otu16226	0	0.025063877
Otu16987	0	0.025056428
Bacteria.Lentisphaerae.Lentisphaeria.Z20	0	0.025023907
Otu10169	0	0.024948796
Otu22095	0	0.024942527
Otu15683	0	0.024928155
Otu10101	0	0.024903731
Otu7277	0	0.024882699
Otu7248	0	0.02479609
Otu16868	0	0.024793027
Otu15737	0.5	0.024721045
Otu618	0	0.024709634
Otu22674	0	0.024659683
Otu10602	0	0.024627036
Otu22058	0	0.024618249
Otu6424	0	0.024557264
Otu10556	0	0.024551268
Otu569	0.5	0.024527136
Otu29849	0	0.024500505
Otu1167	0	0.024464927
Otu2097	0	0.024401406
Otu9493	0	0.024368186
Otu29101	0	0.024325631
Otu22470	0	0.024282738
Otu11361	0	0.024252229
Otu7603	0	0.024208827
Otu11018	0	0.024165459
Otu7621	0.5	0.02407581
Otu28502	0.5	0.024071369
Otu7210	0	0.023979173
Otu17441	0	0.023975328
Otu1206	0	0.023903608
Otu21675	0	0.023851677
Otu16715	0.5	0.023826705
Otu25079	0	0.023752728
Otu16986	0	0.023720577
Otu22154	0	0.023710492
Otu22655	0	0.023670082
Otu19813	0	0.023655269
Otu1546	0	0.02364537
Otu1321	0	0.023587239
Otu24389	0.5	0.023502164
Otu1245	0	0.023458972
Otu11064	0	0.023447198
Otu22004	0	0.023436565
Otu10859	0	0.02341047
Otu9715	0	0.023322416
Otu9081	0	0.023281134
Otu713	0	0.02323593
Otu7828	0	0.023180468
Otu15259	0	0.023164828
Otu130	1	0.023058853
Otu11838	0	0.022986178
Otu8059	0	0.022976358
Otu6892	0	0.022967225
Otu21753	0	0.022956924
Otu218	0	0.022904815
Otu7823	0	0.02290081
Otu34	0	0.022888646
Otu28423	0.5	0.022846853
Otu17363	0	0.022824065
Otu13553	0	0.022811294
Otu367	0.5	0.022739768
Otu7498	0	0.022731619
Otu9577	0	0.022697254
Otu1183	0	0.022692459
Otu7028	0	0.022682655
Otu23112	0	0.022650027
Otu30596	0	0.02263425
Otu1103	0	0.022581624
Otu8745	0	0.022572419
Otu12865	0	0.022379751
Otu489	0	0.022364191
Otu631	1	0.022297164
Otu222	0	0.02229647
Otu11608	0	0.022211522
Otu16655	0	0.022166921
Otu16549	0	0.022150749
Otu15750	0.5	0.022133918
Otu21662	0	0.022124987
Otu7791	0	0.022121327
Otu26751	0	0.022054022
Otu7255	0	0.022036616
Otu10025	0	0.02194284
Otu651	0.5	0.021860126
Otu1169	0.5	0.021827173
Otu15824	0	0.021773054
Otu7111	0	0.021761846
Otu8751	0	0.021730568
Otu686	0	0.021722049
Otu1625	0	0.021705176
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae.Paludibacter	0	0.021674863
Otu31719	0	0.021628667
Otu17483	0	0.021589841
Otu16061	0	0.021583089
Otu3791	0	0.021581205
Otu16048	0	0.021542665
Otu7195	0	0.021486057
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae	0	0.021477054
Otu12451	0	0.02145543
Otu560	0.5	0.021272423
Otu17747	0	0.02119392
Otu563	0	0.021151305
Otu26080	0	0.021140523
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.Streptococcus_alactolyticus	0	0.02098327
Otu1525	0	0.020924773
Otu28430	0	0.020812371
Bacteria.Firmicutes.Clostridia.Clostridiales.Dehalobacteriaceae.Dehalobacterium	0	0.020811507
Otu9487	0	0.020809425
Otu22264	0	0.020734862
Otu9240	0	0.020698394
Otu8747	0	0.020648939
Otu7101	0	0.020583535
Otu15717	0.5	0.020457546
Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.L7A_E11	0	0.020455255
Otu2605	0	0.020424856
Otu9324	0	0.020405374
Otu22335	0	0.02038329
Otu9036	0	0.020379071
Otu19582	0	0.020304552
Otu240	0	0.02029564
Otu795	0	0.020255314
Otu23040	0	0.020235863
Otu10501	0	0.020168422
Otu21903	0	0.020134777
Otu29309	0	0.020125119
Otu29882	0	0.020119945
Otu23037	0	0.020099873
Otu16872	0	0.020091496
Otu16065	0	0.0200173
Otu7340	0	0.020014479
Otu19734	0	0.019936037
Otu853	0	0.019933735
Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Clostridium	0	0.019912079
Otu16713	0	0.019903601
Otu10179	0	0.019813055
Otu5502	0	0.019808246
Otu7091	0	0.019743873
Otu7851	0	0.019666473
Otu3621	0	0.019649621
Otu16433	0	0.019639808
Otu3741	0	0.019628142
Otu7029	0	0.019612077
Otu188	0	0.01958247
Otu3443	0	0.0195795
Otu16264	0	0.01957338
Otu26766	0.5	0.019564057
Otu21396	0	0.01956396
Otu1310	0.5	0.019541519
Otu31105	0	0.019532665
Otu9353	0	0.019363987
Otu728	0	0.019249946
Otu28688	0	0.019228461
Otu29291	0	0.019210602
Otu1157	0.5	0.019149035
Otu7817	0	0.019077754
Otu7160	0	0.01897783
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Pseudobutyrivibrio	0	0.01897783
Otu87	0	0.018973508
Otu16012	0	0.018882429
Otu15972	0	0.018808799
Otu20919	0	0.018703734
Bacteria.Tenericutes.Mollicutes.Acholeplasmatales	0	0.01870338
Otu22649	0	0.01868496
Otu162	0	0.018642128
Otu10745	0	0.018640346
Otu16322	0	0.01863302
Otu15715	0	0.018630841
Otu1495	0	0.018599332
Otu7637	0	0.018574416
Otu12484	0	0.01856473
Otu10659	0	0.018534712
Otu1171	0	0.018491148
Otu7166	0.5	0.018469715
Otu7149	0	0.018466261
Otu18930	0	0.018406372
Otu27503	0	0.018405365
Otu7151	0	0.018291772
Otu875	0	0.018214148
Otu733	0.5	0.018168345
Otu22081	1	0.018167755
Otu207	0	0.018132146
Otu771	0.5	0.018103014
Otu7509	1	0.018059345
Otu10676	0	0.017984751
Otu3522	0	0.017973463
Otu16287	0	0.017973016
Otu9678	0	0.017940296
Otu51	0	0.017903266
Otu12043	0	0.017899437
Otu15739	0	0.017845717
Otu26392	0	0.017773211
Otu22858	0	0.017766178
Otu639	2	0.01775203
Otu13021	0	0.017708097
Otu737	0	0.017678622
Otu8065	0	0.017673051
Otu31118	0	0.017661663
Otu19671	1	0.017659057
Otu26798	0	0.017641849
Otu8411	0	0.017539841
Otu29178	0	0.017477134
Otu506	0	0.017428148
Otu9567	0	0.017407655
Otu11409	0	0.017339106
Otu4068	0	0.01731759
Otu16266	0	0.017313299
Otu7228	0	0.017278178
Otu6889	0	0.01726407
Otu10181	0	0.017200721
Otu189	0	0.017164212
Otu12460	0	0.017156483
Otu1100	0.5	0.017103831
Otu21407	0.5	0.017079479
Otu26759	0	0.016960978
Otu16374	0	0.016811385
Otu9553	0	0.016801148
Otu10744	0	0.016782541
Otu15856	0	0.0167488
Otu8786	0	0.016733055
Otu11826	0	0.016729207
Otu11910	0	0.016707683
Otu2837	0	0.01664907
Otu611	0	0.016642357
Otu722	0	0.016624579
Otu9904	0.5	0.01661555
Otu7577	0	0.016575977
Otu9485	0	0.016504469
Otu28794	0	0.016334677
Otu17074	0	0.016309575
Otu7142	0	0.016290242
Otu12436	0	0.016272678
Otu23117	0	0.016172558
Otu11630	0	0.016158484
Otu16997	0	0.016142746
Otu24085	0	0.016093032
Otu7000	0	0.016083293
Otu20936	0	0.015986629
Otu7629	0	0.015960898
Otu9085	0	0.015952793
Otu4819	0	0.015937616
Otu6883	0	0.015916556
Otu847	0	0.015913846
Otu11271	0	0.015888667
Otu1218	0	0.015851733
Otu30063	0	0.015719052
Otu7422	0	0.01569302
Otu7282	0	0.015666732
Otu1963	0	0.015628731
Otu1469	0	0.015627114
Otu14359	0	0.015607536
Otu600	0	0.01556577
Otu9488	0	0.015535771
Otu7285	0	0.015516168
Otu5958	0	0.015457099
Otu8107	0	0.015393378
Otu16993	0	0.015373599
Otu17454	0	0.015314961
Otu25558	0	0.015211641
Otu25707	0	0.015162179
Otu8131	0	0.015150463
Otu16043	0	0.015098795
Otu7013	0	0.01507926
Otu1916	0	0.015043953
Otu29264	0	0.015024691
Otu9723	0	0.015016784
Otu18596	0	0.015011549
Otu9076	0	0.015007634
Otu22131	0	0.014966867
Otu23454	0	0.014954906
Otu10451	0	0.014932639
Otu21627	0	0.014926212
Otu10476	0	0.014890558
Otu19752	0	0.014878031
Otu11380	0	0.014843821
Otu30257	0	0.014825735
Otu10864	0	0.014813334
Otu24766	0	0.014803247
Otu14996	0	0.014798305
Otu8240	0	0.014782008
Otu7425	0	0.0146552
Otu24289	0	0.014622534
Otu29624	0	0.014566134
Otu1247	0	0.014564316
Otu19663	0	0.014542122
Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales.Fusobacteriaceae.Fusobacterium	0	0.014539876
Otu7773	0	0.014477839
Otu7026	0	0.014469809
Otu17419	0	0.014443972
Otu16698	1	0.014441983
Otu7054	0	0.01437992
Otu25011	0	0.014358696
Otu22924	0	0.014331534
Otu17030	0	0.014328329
Otu8706	0	0.014276413
Otu21471	0.5	0.014267599
Otu14284	0	0.014208861
Otu29695	1	0.014167409
Otu29999	0	0.014059174
Otu2689	0.5	0.014056437
Otu17091	0	0.014039406
Otu1256	0	0.013995677
Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae	0	0.013976725
Otu687	0.5	0.013893563
Otu12213	0	0.013787567
Otu1278	0	0.013783267
Otu7394	0	0.013714108
Otu13142	0	0.01366667
Otu30	0	0.013638863
Otu9089	0	0.013617145
Otu7129	0.5	0.013480943
Otu2073	0	0.013476926
Otu28902	0	0.013389082
Otu13921	0	0.01333585
Otu19687	0	0.013298992
Otu17075	0	0.013242314
Otu17493	0	0.01321248
Otu8178	0	0.013196675
Otu29318	0	0.013167282
Otu2040	0	0.013106662
Bacteria.Tenericutes.Mollicutes.Mycoplasmatales	0	0.01302569
Bacteria.Tenericutes.Mollicutes.Mycoplasmatales.Mycoplasmataceae	0	0.01302569
Otu15836	0	0.013024371
Otu16029	0	0.012984331
Bacteria.Tenericutes.Mollicutes	0.5	0.012927089
Otu10619	0	0.012921154
Otu17673	0	0.012920204
Otu7139	0	0.012913254
Otu1507	0	0.012839171
Otu12172	0	0.012757107
Otu8524	0	0.012740066
Otu62	0	0.01272003
Otu138	0	0.012681818
Otu1010	0	0.01265809
Otu1125	0	0.012653614
Otu22635	0	0.012636082
Otu473	0	0.012618803
Otu10646	0	0.012484493
Otu8886	0	0.012473646
Otu10713	0	0.012437804
Otu30929	0	0.012416359
Otu12142	0	0.012388318
Otu19658	0	0.012336131
Otu7082	0	0.01216687
Otu727	0	0.012131845
Otu29310	0	0.012106102
Otu1417	0	0.012102453
Otu15872	1	0.012024955
Otu8865	0	0.01198559
Otu30158	0	0.011930014
Otu23583	0	0.011811199
Otu8199	0	0.011717537
Otu9783	0	0.011716399
Otu9491	0	0.011694047
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Paraprevotellaceae.CF231	0	0.011651873
Otu26323	0	0.011646741
Otu10308	0	0.011574768
Otu29193	0	0.011573306
Otu22687	0	0.011416281
Otu151	0	0.011370121
Otu1111	0	0.011290464
Otu196	0	0.011223801
Otu23149	0	0.011158803
Otu19690	0	0.011151054
Otu9180	0	0.01110651
Otu16593	0	0.011089679
Otu9190	0	0.011032308
Otu24305	0	0.010965847
Otu17029	0	0.010931561
Otu926	0	0.01092356
Otu7610	0	0.010800719
Otu9947	0	0.010774558
Otu8093	0	0.010628303
Otu29265	0	0.010573864
Otu15909	0	0.010553642
Otu22591	0	0.010508688
Otu3801	0	0.010491475
Otu29246	0	0.01043915
Otu26290	0	0.010392568
Otu15866	0	0.010383522
Otu28898	0	0.010366023
Otu30751	0	0.010352741
Otu22726	0	0.010347821
Otu29141	0	0.010282438
Otu25053	0	0.010232088
Otu1284	0	0.010228358
Otu4711	0	0.010211215
Otu173	0	0.010208777
Otu869	0.5	0.010171581
Otu16981	0	0.010094534
Otu23140	0	0.00998817
Otu7578	0	0.009980819
Otu8768	0.5	0.009878795
Otu2020	0	0.009845797
Otu37	0	0.00982732
Otu27525	0	0.009802659
Otu478	1.5	0.00978569
Otu7393	0	0.009780028
Otu21440	0	0.009762429
Otu7919	0	0.009733371
Otu16091	0	0.009732
Otu1508	0	0.009728187
Otu9797	0	0.009679726
Otu502	0	0.009651791
Otu12015	0	0.009644127
Otu601	0	0.009629671
Otu21930	0	0.00962037
Otu479	0	0.009615076
Otu9159	0	0.009509523
Otu6911	0	0.009498543
Otu646	0	0.009483127
Otu21296	0	0.009470398
Otu7942	0	0.009462023
Otu16323	0	0.009446974
Otu9035	0	0.009446927
Otu8757	0	0.009342491
Otu7924	0	0.009319599
Otu17062	0	0.009248659
Otu217	0	0.009228206
Otu493	0	0.009200897
Otu28011	0	0.009172046
Otu8029	0	0.00915151
Otu158	0	0.009143755
Otu17503	0	0.009121735
Otu14735	0	0.009113419
Otu12487	0	0.00906379
Otu7070	0.5	0.009055075
Otu7274	0	0.009013058
Otu11932	0	0.008983445
Otu909	0	0.0089181
Otu9597	0	0.008890169
Otu10608	0	0.008880898
Otu150	0	0.008807204
Otu10896	0	0.008802222
Otu7810	0	0.008780749
Otu22634	0	0.008712561
Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus_callidus	0	0.008666375
Otu6027	0	0.008655887
Otu7118	0.5	0.008557499
Otu7107	1.5	0.00846437
Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Phascolarctobacterium	0	0.008417852
Otu16052	0	0.008368934
Otu2777	0	0.008295545
Otu19805	0	0.008280146
Otu7169	0	0.008278727
Otu7214	0	0.008227708
Otu24683	0	0.008188737
Otu185	0	0.008055982
Otu15354	0	0.008053601
Otu967	0	0.00802463
Otu22253	0	0.008016791
Otu740	0	0.007887564
Otu31452	0	0.007860935
Otu29157	0	0.007759354
Otu987	0	0.00771428
Otu11545	0	0.007651165
Otu19825	0	0.007619647
Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae	0.5	0.007605784
Otu27567	0	0.007605455
Otu16305	0	0.007463014
Otu9862	0	0.007452239
Otu859	0	0.007448177
Otu29190	0	0.007447712
Otu16901	0	0.007439788
Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Slackia	0	0.007438439
Otu29985	0	0.007432669
Otu16013	0	0.007391922
Otu1899	0	0.007295351
Otu10611	0	0.007293683
Otu299	0	0.007226446
Otu166	0	0.007194082
Otu22683	0	0.007155876
Otu15862	0	0.007120572
Otu14143	0	0.007102569
Otu12105	0	0.007024936
Otu26329	0	0.00701943
Otu9943	0	0.006939987
Otu10580	0	0.006936492
Otu3191	0	0.006825238
Otu6127	0	0.006811536
Otu22416	0	0.006725651
Otu216	0	0.006701383
Otu19833	0	0.006700432
Otu15915	0	0.006667061
Otu8915	0	0.006661883
Otu18295	0	0.006650832
Otu1466	0	0.006534051
Otu16166	0	0.006489704
Otu2129	0	0.006293325
Otu9494	0	0.006214641
Otu6072	0	0.006183793
Otu15837	0	0.006139066
Otu19755	0	0.006083968
Otu10605	0	0.006079592
Otu22451	0	0.006002102
Otu619	1	0.005933927
Otu24601	0	0.00588907
Otu3608	0	0.005505963
Otu7427	0	0.005486788
Otu1224	0	0.005483158
Otu994	0	0.00547486
Otu8877	0.5	0.005340278
Otu1244	0	0.005322676
Otu8997	0	0.005162475
Otu10412	0	0.005082294
Otu16047	0	0.005073955
Otu16240	0	0.005073947
Otu16288	0	0.005052232
Otu7286	0.5	0.005041709
Otu9631	0	0.005030735
Otu29182	0.5	0.005028411
Otu23751	0	0.004906649
Otu6909	0	0.004891823
Otu15728	0	0.004867258
Otu24661	1	0.004846919
Otu30001	0	0.004684478
Otu17003	0	0.004620709
Otu7466	0	0.004578785
Otu15830	0	0.004573255
Otu9275	0	0.004460123
Otu1509	0	0.004410627
Otu29192	0	0.004359093
Otu290	0	0.004354329
Otu27541	0	0.004307235
Otu9090	1	0.004302464
Otu9633	0	0.00430013
Otu21759	0.5	0.004222953
Otu7866	0	0.004193587
Otu7108	1.5	0.004113261
Otu30282	0	0.004110564
Otu21926	0	0.004095822
Bacteria.Spirochaetes.Spirochaetes.Sphaerochaetales	0	0.004093947
Bacteria.Spirochaetes.Spirochaetes.Sphaerochaetales.Sphaerochaetaceae	0	0.004093947
Bacteria.Tenericutes	0	0.004007605
Otu13700	0	0.003993066
Otu31560	0	0.003987949
Otu3144	0	0.003984097
Bacteria.Spirochaetes.Spirochaetes.Sphaerochaetales.Sphaerochaetaceae.Sphaerochaeta	0	0.003946485
Otu7103	0	0.00393686
Otu254	1	0.003892769
Otu799	0	0.003884051
Otu19860	0	0.003825491
Otu19673	0	0.003778392
Otu12496	0	0.003749178
Otu1938	0	0.003633368
Otu5914	0	0.003623294
Otu5995	0.5	0.003601607
Otu10718	0	0.003551266
Otu25805	0	0.003527367
Otu17500	0	0.003479445
Otu16399	0	0.003428782
Otu21436	0	0.003410962
Otu1254	0	0.003287933
Otu2583	0	0.003246018
Otu19806	0	0.003217217
Otu28664	0	0.00317106
Otu945	0	0.003111811
Otu1526	0.5	0.002974176
Otu12010	0	0.002889695
Otu9439	0	0.002877879
Otu11041	0	0.002852138
Otu7559	0	0.002821742
Otu26286	0	0.002761514
Otu30604	0	0.002677823
Otu8078	0	0.002672184
Otu7392	0	0.002456947
Otu8873	0	0.002419655
Otu6563	0	0.002314836
Otu9374	0	0.002240467
Otu23148	0	0.002225639
Otu10700	0	0.002217016
Otu10630	0	0.002082095
Otu23936	0	0.001995351
Otu18946	0	0.001981727
Otu10966	0	0.001913825
Otu21491	0	0.001814593
Otu252	0	0.001803461
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium	0	0.001802947
Otu7005	0	0.001787381
Otu11106	0	0.001759408
Otu16096	0	0.001742325
Otu85	0	0.001631096
Otu15719	0	0.00158529
Otu9210	1	0.001162169
Otu9095	0	0.001135965
Otu28442	0	0.001116152
Otu10081	0	0.001090787
Otu556	0	0.001056306
Otu15798	0	0.000935903
Otu7263	0	0.000935461
Otu5925	0	0.00089933
Otu24756	0	0.000890225
Otu6899	0	0.000879226
Otu17509	0	0.00073378
Otu677	0	0.000702996
Otu26313	0	0.000683847
Otu28974	0	0.000641177
Otu486	0	0.000597143
Otu31327	0	0.000555083
Otu498	0	0.000453854
Otu10538	0	0.000449477
Otu11092	0	0.000290087
Otu9213	0	0.000143824
Otu10663	0	0.000126039
Otu24458	0	6.03E-05
Otu1358	0	1.54E-05
Otu1933	0	6.70E-06
Otu12846	0	2.66E-06
Otu19739	0	2.62E-06
Otu10628	0	5.88E-07
Otu9938	0	4.23E-07
Otu7343	0	1.87E-07
Otu25480	0	1.64E-07
Otu10722	0	1.39E-07
Otu16286	0	1.24E-07
Otu9182	0	1.08E-07
Otu1063	0	1.05E-07
Otu28582	0	1.03E-07
Otu16031	0	6.42E-08
Otu14713	0	5.86E-08
Otu3363	0	5.71E-08
Otu7020	0	5.55E-08
Otu11311	0	4.29E-08
Otu30951	0	4.03E-08
Otu7097	0	3.90E-08
Otu8773	0	3.19E-08
Otu6288	0	3.05E-08
Otu31382	0	2.55E-08
Otu1248	0	2.40E-08
Otu1363	0	2.17E-08
Otu382	0	2.06E-08
Otu1243	0	1.70E-08
Otu127	1	1.69E-08
Otu27442	0	1.62E-08
Otu30116	0	1.60E-08
Otu24731	0	1.37E-08
Otu804	0	1.36E-08
Otu24367	0	1.35E-08
Otu4564	0	1.28E-08
Otu647	0	1.19E-08
Otu2037	0	1.06E-08
Otu17730	0	1.05E-08
Otu13471	0	9.59E-09
Otu7055	0	9.51E-09
Otu1173	0.5	8.65E-09
Otu16018	0.5	8.13E-09
Otu17244	0	8.00E-09
Otu8113	0	7.25E-09
Otu19709	0	6.81E-09
Otu831	0	6.46E-09
Otu2595	0	5.49E-09
Otu423	0	5.31E-09
Otu10314	0	5.26E-09
Otu28596	0	5.10E-09
Otu1017	0	4.91E-09
Otu9165	0	4.55E-09
Otu16760	0	4.48E-09
Otu32	0	4.34E-09
Otu16995	0	4.17E-09
Otu10992	0	3.69E-09
Otu9102	0	3.55E-09
Otu30057	0	3.49E-09
Otu9762	0	3.38E-09
Otu29275	0	3.21E-09
Otu8925	0	3.08E-09
