class1	class2	group	shannon
F6_D240(691)	F6_D240	D240	5.621968
F6_D240(691)	F6_D240	D240	5.93248
F6_D240(691)	F6_D240	D240	5.926298
F6_D240(691)	F6_D240	D240	5.877905
F6_D240(691)	F6_D240	D240	6.066329
F6_D240(691)	F6_D240	D240	5.663314
F6_D240(691)	F6_D240	D240	5.931363
F6_D240(691)	F6_D240	D240	6.130387
F6_D240(691)	F6_D240	D240	5.592414
F6_D240(691)	F6_D240	D240	6.293819
F6_D240(691)	F6_D240	D240	5.504301
F6_D240(691)	F6_D240	D240	5.566525
F6_D240(691)	F6_D240	D240	5.861522
F6_D240(691)	F6_D240	D240	5.778108
F6_D240(691)	F6_D240	D240	5.100409
F6_D240(691)	F6_D240	D240	5.586329
F6_D240(691)	F6_D240	D240	5.742793
F6_D240(691)	F6_D240	D240	6.004021
F6_D240(691)	F6_D240	D240	5.133055
F6_D240(691)	F6_D240	D240	5.72406
F6_D240(691)	F6_D240	D240	5.909471
F6_D240(691)	F6_D240	D240	5.952427
F6_D240(691)	F6_D240	D240	5.688091
F6_D240(691)	F6_D240	D240	5.227423
F6_D240(691)	F6_D240	D240	5.606881
F6_D240(691)	F6_D240	D240	5.900574
F6_D240(691)	F6_D240	D240	5.698338
F6_D240(691)	F6_D240	D240	5.349507
F6_D240(691)	F6_D240	D240	6.127081
F6_D240(691)	F6_D240	D240	5.774604
F6_D240(691)	F6_D240	D240	5.788309
F6_D240(691)	F6_D240	D240	5.931686
F6_D240(691)	F6_D240	D240	6.154562
F6_D240(691)	F6_D240	D240	5.315184
F6_D240(691)	F6_D240	D240	5.612725
F6_D240(691)	F6_D240	D240	5.069581
F6_D240(691)	F6_D240	D240	5.944218
F6_D240(691)	F6_D240	D240	5.635682
F6_D240(691)	F6_D240	D240	5.475595
F6_D240(691)	F6_D240	D240	5.920713
F6_D240(691)	F6_D240	D240	5.808272
F6_D240(691)	F6_D240	D240	5.41375
F6_D240(691)	F6_D240	D240	5.564626
F6_D240(691)	F6_D240	D240	5.683274
F6_D240(691)	F6_D240	D240	5.377397
F6_D240(691)	F6_D240	D240	5.781029
F6_D240(691)	F6_D240	D240	6.112345
F6_D240(691)	F6_D240	D240	6.050448
F6_D240(691)	F6_D240	D240	5.764764
F6_D240(691)	F6_D240	D240	5.42574
F6_D240(691)	F6_D240	D240	5.794883
F6_D240(691)	F6_D240	D240	5.925983
F6_D240(691)	F6_D240	D240	5.744451
F6_D240(691)	F6_D240	D240	5.996845
F6_D240(691)	F6_D240	D240	5.443599
F6_D240(691)	F6_D240	D240	4.789504
F6_D240(691)	F6_D240	D240	5.419174
F6_D240(691)	F6_D240	D240	5.019342
F6_D240(691)	F6_D240	D240	5.580447
F6_D240(691)	F6_D240	D240	6.059096
F6_D240(691)	F6_D240	D240	5.903927
F6_D240(691)	F6_D240	D240	6.174011
F6_D240(691)	F6_D240	D240	5.825191
F6_D240(691)	F6_D240	D240	6.113797
F6_D240(691)	F6_D240	D240	5.953621
F6_D240(691)	F6_D240	D240	6.12495
F6_D240(691)	F6_D240	D240	6.026557
F6_D240(691)	F6_D240	D240	5.717887
F6_D240(691)	F6_D240	D240	5.906408
F6_D240(691)	F6_D240	D240	6.027738
F6_D240(691)	F6_D240	D240	5.77033
F6_D240(691)	F6_D240	D240	6.240017
F6_D240(691)	F6_D240	D240	5.811104
F6_D240(691)	F6_D240	D240	5.844858
F6_D240(691)	F6_D240	D240	5.719793
F6_D240(691)	F6_D240	D240	5.921209
F6_D240(691)	F6_D240	D240	5.970023
F6_D240(691)	F6_D240	D240	5.757982
F6_D240(691)	F6_D240	D240	6.09873
F6_D240(691)	F6_D240	D240	5.917142
F6_D240(691)	F6_D240	D240	6.098609
F6_D240(691)	F6_D240	D240	5.808222
F6_D240(691)	F6_D240	D240	6.01509
F6_D240(691)	F6_D240	D240	5.999715
F6_D240(691)	F6_D240	D240	6.096103
F6_D240(691)	F6_D240	D240	5.985918
F6_D240(691)	F6_D240	D240	5.886806
F6_D240(691)	F6_D240	D240	5.815159
F6_D240(691)	F6_D240	D240	5.862885
F6_D240(691)	F6_D240	D240	5.584138
F6_D240(691)	F6_D240	D240	5.70442
F6_D240(691)	F6_D240	D240	5.627299
F6_D240(691)	F6_D240	D240	5.802355
F6_D240(691)	F6_D240	D240	5.878724
F6_D240(691)	F6_D240	D240	5.885555
F6_D240(691)	F6_D240	D240	4.970976
F6_D240(691)	F6_D240	D240	5.940269
F6_D240(691)	F6_D240	D240	5.822701
F6_D240(691)	F6_D240	D240	5.598658
F6_D240(691)	F6_D240	D240	5.474361
F6_D240(691)	F6_D240	D240	5.992143
F6_D240(691)	F6_D240	D240	6.142355
F6_D240(691)	F6_D240	D240	6.073182
F6_D240(691)	F6_D240	D240	5.20678
F6_D240(691)	F6_D240	D240	5.868631
F6_D240(691)	F6_D240	D240	5.625853
F6_D240(691)	F6_D240	D240	5.286362
F6_D240(691)	F6_D240	D240	5.717081
F6_D240(691)	F6_D240	D240	5.691907
F6_D240(691)	F6_D240	D240	5.670289
F6_D240(691)	F6_D240	D240	5.665526
F6_D240(691)	F6_D240	D240	5.596412
F6_D240(691)	F6_D240	D240	6.105111
F6_D240(691)	F6_D240	D240	5.692509
F6_D240(691)	F6_D240	D240	5.960638
F6_D240(691)	F6_D240	D240	5.210818
F6_D240(691)	F6_D240	D240	5.777501
F6_D240(691)	F6_D240	D240	5.586198
F6_D240(691)	F6_D240	D240	5.980629
F6_D240(691)	F6_D240	D240	5.804416
F6_D240(691)	F6_D240	D240	5.9671
F6_D240(691)	F6_D240	D240	5.999919
F6_D240(691)	F6_D240	D240	5.535213
F6_D240(691)	F6_D240	D240	5.949244
F6_D240(691)	F6_D240	D240	5.884137
F6_D240(691)	F6_D240	D240	5.901765
F6_D240(691)	F6_D240	D240	5.970823
F6_D240(691)	F6_D240	D240	5.622202
F6_D240(691)	F6_D240	D240	6.180591
F6_D240(691)	F6_D240	D240	5.828325
F6_D240(691)	F6_D240	D240	5.759339
F6_D240(691)	F6_D240	D240	5.797925
F6_D240(691)	F6_D240	D240	5.916969
F6_D240(691)	F6_D240	D240	5.741802
F6_D240(691)	F6_D240	D240	5.948111
F6_D240(691)	F6_D240	D240	5.924957
F6_D240(691)	F6_D240	D240	5.951094
F6_D240(691)	F6_D240	D240	5.835314
F6_D240(691)	F6_D240	D240	5.989401
F6_D240(691)	F6_D240	D240	5.826993
F6_D240(691)	F6_D240	D240	5.795507
F6_D240(691)	F6_D240	D240	5.457441
F6_D240(691)	F6_D240	D240	5.733033
F6_D240(691)	F6_D240	D240	5.646154
F6_D240(691)	F6_D240	D240	5.279726
F6_D240(691)	F6_D240	D240	5.580915
F6_D240(691)	F6_D240	D240	6.021301
F6_D240(691)	F6_D240	D240	5.542468
F6_D240(691)	F6_D240	D240	6.101246
F6_D240(691)	F6_D240	D240	6.030194
F6_D240(691)	F6_D240	D240	5.690071
F6_D240(691)	F6_D240	D240	5.643713
F6_D240(691)	F6_D240	D240	5.751094
F6_D240(691)	F6_D240	D240	5.896653
F6_D240(691)	F6_D240	D240	5.316024
F6_D240(691)	F6_D240	D240	5.712949
F6_D240(691)	F6_D240	D240	5.770182
F6_D240(691)	F6_D240	D240	6.123223
F6_D240(691)	F6_D240	D240	5.852411
F6_D240(691)	F6_D240	D240	5.5828
F6_D240(691)	F6_D240	D240	5.760143
F6_D240(691)	F6_D240	D240	5.661954
F6_D240(691)	F6_D240	D240	5.798371
F6_D240(691)	F6_D240	D240	5.575134
F6_D240(691)	F6_D240	D240	6.115908
F6_D240(691)	F6_D240	D240	5.484746
F6_D240(691)	F6_D240	D240	5.768831
F6_D240(691)	F6_D240	D240	5.796344
F6_D240(691)	F6_D240	D240	5.843158
F6_D240(691)	F6_D240	D240	5.12797
F6_D240(691)	F6_D240	D240	5.966984
F6_D240(691)	F6_D240	D240	5.009415
F6_D240(691)	F6_D240	D240	5.582435
F6_D240(691)	F6_D240	D240	6.017866
F6_D240(691)	F6_D240	D240	5.5807
F6_D240(691)	F6_D240	D240	5.543929
F6_D240(691)	F6_D240	D240	5.957376
F6_D240(691)	F6_D240	D240	5.325748
F6_D240(691)	F6_D240	D240	5.529778
F6_D240(691)	F6_D240	D240	5.867201
F6_D240(691)	F6_D240	D240	5.374384
F6_D240(691)	F6_D240	D240	5.814211
F6_D240(691)	F6_D240	D240	6.095099
F6_D240(691)	F6_D240	D240	5.541496
F6_D240(691)	F6_D240	D240	5.715029
F6_D240(691)	F6_D240	D240	5.739159
F6_D240(691)	F6_D240	D240	6.054545
F6_D240(691)	F6_D240	D240	6.097992
F6_D240(691)	F6_D240	D240	5.901061
F6_D240(691)	F6_D240	D240	5.852763
F6_D240(691)	F6_D240	D240	5.712447
F6_D240(691)	F6_D240	D240	5.863486
F6_D240(691)	F6_D240	D240	5.713834
F6_D240(691)	F6_D240	D240	5.499606
F6_D240(691)	F6_D240	D240	5.857889
F6_D240(691)	F6_D240	D240	5.946719
F6_D240(691)	F6_D240	D240	6.204398
F6_D240(691)	F6_D240	D240	5.904688
F6_D240(691)	F6_D240	D240	5.463729
F6_D240(691)	F6_D240	D240	5.746863
F6_D240(691)	F6_D240	D240	5.84854
F6_D240(691)	F6_D240	D240	6.036993
F6_IC(304)	F6_IC	IC	4.203159
F6_IC(304)	F6_IC	IC	2.828912
F6_IC(304)	F6_IC	IC	1.324375
F6_IC(304)	F6_IC	IC	2.823649
F6_IC(304)	F6_IC	IC	3.839216
F6_IC(304)	F6_IC	IC	3.091158
F6_IC(304)	F6_IC	IC	2.424202
F6_IC(304)	F6_IC	IC	3.052785
F6_IC(304)	F6_IC	IC	3.621888
F6_IC(304)	F6_IC	IC	3.261752
F6_IC(304)	F6_IC	IC	2.598863
F6_IC(304)	F6_IC	IC	1.732404
F6_IC(304)	F6_IC	IC	3.709702
F6_IC(304)	F6_IC	IC	3.629009
F6_IC(304)	F6_IC	IC	2.673406
F6_IC(304)	F6_IC	IC	3.094302
F6_IC(304)	F6_IC	IC	3.311685
F6_IC(304)	F6_IC	IC	2.873164
F6_IC(304)	F6_IC	IC	2.128418
F6_IC(304)	F6_IC	IC	0.474192
F6_IC(304)	F6_IC	IC	2.52362
F6_IC(304)	F6_IC	IC	2.346123
F6_IC(304)	F6_IC	IC	2.402391
F6_IC(304)	F6_IC	IC	2.772125
F6_IC(304)	F6_IC	IC	3.392077
F6_IC(304)	F6_IC	IC	3.191926
F6_IC(304)	F6_IC	IC	5.29492
F6_IC(304)	F6_IC	IC	3.58791
F6_IC(304)	F6_IC	IC	4.305437
F6_IC(304)	F6_IC	IC	2.0094
F6_IC(304)	F6_IC	IC	2.979436
F6_IC(304)	F6_IC	IC	2.715151
F6_IC(304)	F6_IC	IC	2.398036
F6_IC(304)	F6_IC	IC	3.76257
F6_IC(304)	F6_IC	IC	3.765839
F6_IC(304)	F6_IC	IC	2.944868
F6_IC(304)	F6_IC	IC	5.655994
F6_IC(304)	F6_IC	IC	3.369529
F6_IC(304)	F6_IC	IC	3.002849
F6_IC(304)	F6_IC	IC	5.087079
F6_IC(304)	F6_IC	IC	3.124799
F6_IC(304)	F6_IC	IC	5.085109
F6_IC(304)	F6_IC	IC	2.618146
F6_IC(304)	F6_IC	IC	2.517221
F6_IC(304)	F6_IC	IC	3.799294
F6_IC(304)	F6_IC	IC	2.486015
F6_IC(304)	F6_IC	IC	2.82504
F6_IC(304)	F6_IC	IC	1.928928
F6_IC(304)	F6_IC	IC	1.6928
F6_IC(304)	F6_IC	IC	2.426155
F6_IC(304)	F6_IC	IC	2.483819
F6_IC(304)	F6_IC	IC	2.356319
F6_IC(304)	F6_IC	IC	3.662606
F6_IC(304)	F6_IC	IC	3.543362
F6_IC(304)	F6_IC	IC	3.585201
F6_IC(304)	F6_IC	IC	5.187104
F6_IC(304)	F6_IC	IC	3.09463
F6_IC(304)	F6_IC	IC	3.092485
F6_IC(304)	F6_IC	IC	2.216746
F6_IC(304)	F6_IC	IC	4.111848
F6_IC(304)	F6_IC	IC	1.917826
F6_IC(304)	F6_IC	IC	2.828831
F6_IC(304)	F6_IC	IC	2.729865
F6_IC(304)	F6_IC	IC	2.729837
F6_IC(304)	F6_IC	IC	3.019501
F6_IC(304)	F6_IC	IC	4.194318
F6_IC(304)	F6_IC	IC	2.521423
F6_IC(304)	F6_IC	IC	1.726406
F6_IC(304)	F6_IC	IC	2.190567
F6_IC(304)	F6_IC	IC	2.418174
F6_IC(304)	F6_IC	IC	2.372134
F6_IC(304)	F6_IC	IC	2.498072
F6_IC(304)	F6_IC	IC	2.561916
F6_IC(304)	F6_IC	IC	2.63681
F6_IC(304)	F6_IC	IC	2.662987
F6_IC(304)	F6_IC	IC	4.123274
F6_IC(304)	F6_IC	IC	1.600579
F6_IC(304)	F6_IC	IC	2.804926
F6_IC(304)	F6_IC	IC	2.642582
F6_IC(304)	F6_IC	IC	2.207849
F6_IC(304)	F6_IC	IC	1.817394
F6_IC(304)	F6_IC	IC	3.28516
F6_IC(304)	F6_IC	IC	2.241367
F6_IC(304)	F6_IC	IC	2.672099
F6_IC(304)	F6_IC	IC	2.212401
F6_IC(304)	F6_IC	IC	3.413038
F6_IC(304)	F6_IC	IC	3.801473
F6_IC(304)	F6_IC	IC	2.495816
F6_IC(304)	F6_IC	IC	2.956556
F6_IC(304)	F6_IC	IC	2.599931
F6_IC(304)	F6_IC	IC	2.541804
F6_IC(304)	F6_IC	IC	2.505083
F6_IC(304)	F6_IC	IC	2.46159
F6_IC(304)	F6_IC	IC	2.141255
F6_IC(304)	F6_IC	IC	3.780198
F6_IC(304)	F6_IC	IC	2.750378
F6_IC(304)	F6_IC	IC	3.367592
F6_IC(304)	F6_IC	IC	2.256835
F6_IC(304)	F6_IC	IC	3.048189
F6_IC(304)	F6_IC	IC	1.912512
F6_IC(304)	F6_IC	IC	2.552345
F6_IC(304)	F6_IC	IC	2.342311
F6_IC(304)	F6_IC	IC	2.027444
F6_IC(304)	F6_IC	IC	4.594904
F6_IC(304)	F6_IC	IC	1.393732
F6_IC(304)	F6_IC	IC	2.989255
F6_IC(304)	F6_IC	IC	2.192559
F6_IC(304)	F6_IC	IC	3.876329
F6_IC(304)	F6_IC	IC	2.474756
F6_IC(304)	F6_IC	IC	2.222679
F6_IC(304)	F6_IC	IC	1.853122
F6_IC(304)	F6_IC	IC	2.225216
F6_IC(304)	F6_IC	IC	2.193153
F6_IC(304)	F6_IC	IC	2.518425
F6_IC(304)	F6_IC	IC	4.606647
F6_IC(304)	F6_IC	IC	1.686676
F6_IC(304)	F6_IC	IC	3.969846
F6_IC(304)	F6_IC	IC	3.886576
F6_IC(304)	F6_IC	IC	2.178639
F6_IC(304)	F6_IC	IC	3.742807
F6_IC(304)	F6_IC	IC	1.816385
F6_IC(304)	F6_IC	IC	3.695518
F6_IC(304)	F6_IC	IC	3.139446
F6_IC(304)	F6_IC	IC	2.553138
F6_IC(304)	F6_IC	IC	2.442307
F6_IC(304)	F6_IC	IC	2.320338
F6_IC(304)	F6_IC	IC	2.322966
F6_IC(304)	F6_IC	IC	2.576944
F6_IC(304)	F6_IC	IC	2.165141
F6_IC(304)	F6_IC	IC	2.437285
F6_IC(304)	F6_IC	IC	2.132209
F6_IC(304)	F6_IC	IC	2.670916
F6_IC(304)	F6_IC	IC	3.727754
F6_IC(304)	F6_IC	IC	2.415602
F6_IC(304)	F6_IC	IC	1.908149
F6_IC(304)	F6_IC	IC	1.930349
F6_IC(304)	F6_IC	IC	2.912437
F6_IC(304)	F6_IC	IC	1.96983
F6_IC(304)	F6_IC	IC	3.848742
F6_IC(304)	F6_IC	IC	1.732041
F6_IC(304)	F6_IC	IC	2.262056
F6_IC(304)	F6_IC	IC	2.292377
F6_IC(304)	F6_IC	IC	2.396892
F6_IC(304)	F6_IC	IC	1.682377
F6_IC(304)	F6_IC	IC	5.309915
F6_IC(304)	F6_IC	IC	2.755161
F6_IC(304)	F6_IC	IC	2.586224
F6_IC(304)	F6_IC	IC	5.160824
F6_IC(304)	F6_IC	IC	1.906472
F6_IC(304)	F6_IC	IC	2.587734
F6_IC(304)	F6_IC	IC	2.875957
F6_IC(304)	F6_IC	IC	2.147793
F6_IC(304)	F6_IC	IC	2.411134
F6_IC(304)	F6_IC	IC	2.590087
F6_IC(304)	F6_IC	IC	2.460458
F6_IC(304)	F6_IC	IC	2.791498
F6_IC(304)	F6_IC	IC	3.790162
F6_IC(304)	F6_IC	IC	3.600345
F6_IC(304)	F6_IC	IC	3.640062
F6_IC(304)	F6_IC	IC	1.842748
F6_IC(304)	F6_IC	IC	3.710358
F6_IC(304)	F6_IC	IC	2.289211
F6_IC(304)	F6_IC	IC	1.840525
F6_IC(304)	F6_IC	IC	2.807479
F6_IC(304)	F6_IC	IC	2.467863
F6_IC(304)	F6_IC	IC	4.430078
F6_IC(304)	F6_IC	IC	2.410355
F6_IC(304)	F6_IC	IC	1.980751
F6_IC(304)	F6_IC	IC	2.697919
F6_IC(304)	F6_IC	IC	2.550611
F6_IC(304)	F6_IC	IC	2.293773
F6_IC(304)	F6_IC	IC	3.614031
F6_IC(304)	F6_IC	IC	2.231519
F6_IC(304)	F6_IC	IC	1.416119
F6_IC(304)	F6_IC	IC	2.120707
F6_IC(304)	F6_IC	IC	1.641846
F6_IC(304)	F6_IC	IC	2.434964
F6_IC(304)	F6_IC	IC	2.20894
F6_IC(304)	F6_IC	IC	2.543557
F6_IC(304)	F6_IC	IC	3.062829
F6_IC(304)	F6_IC	IC	2.109223
F6_IC(304)	F6_IC	IC	1.94969
F6_IC(304)	F6_IC	IC	3.792429
F6_IC(304)	F6_IC	IC	2.31597
F6_IC(304)	F6_IC	IC	2.607787
F6_IC(304)	F6_IC	IC	2.407374
F6_IC(304)	F6_IC	IC	3.856449
F6_IC(304)	F6_IC	IC	2.195581
F6_IC(304)	F6_IC	IC	2.718572
F6_IC(304)	F6_IC	IC	2.902075
F6_IC(304)	F6_IC	IC	2.163864
F6_IC(304)	F6_IC	IC	3.318222
F6_IC(304)	F6_IC	IC	2.469845
F6_IC(304)	F6_IC	IC	2.396841
F6_IC(304)	F6_IC	IC	2.304942
F6_IC(304)	F6_IC	IC	3.187506
F6_IC(304)	F6_IC	IC	2.601112
F6_IC(304)	F6_IC	IC	1.871452
F6_IC(304)	F6_IC	IC	2.529278
F6_IC(304)	F6_IC	IC	3.476169
F6_IC(304)	F6_IC	IC	2.024274
F6_IC(304)	F6_IC	IC	2.074854
F6_IC(304)	F6_IC	IC	1.091489
F6_IC(304)	F6_IC	IC	2.248383
F6_IC(304)	F6_IC	IC	3.645349
F6_IC(304)	F6_IC	IC	2.495511
F6_IC(304)	F6_IC	IC	1.706741
F6_IC(304)	F6_IC	IC	0.760151
F6_IC(304)	F6_IC	IC	2.16306
F6_IC(304)	F6_IC	IC	2.101234
F6_IC(304)	F6_IC	IC	1.551987
F6_IC(304)	F6_IC	IC	1.590836
F6_IC(304)	F6_IC	IC	2.188305
F6_IC(304)	F6_IC	IC	2.711959
F6_IC(304)	F6_IC	IC	2.320687
F6_IC(304)	F6_IC	IC	2.715289
F6_IC(304)	F6_IC	IC	1.680987
F6_IC(304)	F6_IC	IC	0.765852
F6_IC(304)	F6_IC	IC	1.716387
F6_IC(304)	F6_IC	IC	2.135552
F6_IC(304)	F6_IC	IC	3.62685
F6_IC(304)	F6_IC	IC	3.592754
F6_IC(304)	F6_IC	IC	1.594616
F6_IC(304)	F6_IC	IC	1.75199
F6_IC(304)	F6_IC	IC	2.096365
F6_IC(304)	F6_IC	IC	2.339821
F6_IC(304)	F6_IC	IC	2.360661
F6_IC(304)	F6_IC	IC	2.587974
F6_IC(304)	F6_IC	IC	2.24781
F6_IC(304)	F6_IC	IC	2.341277
F6_IC(304)	F6_IC	IC	1.419054
F6_IC(304)	F6_IC	IC	2.595231
F6_IC(304)	F6_IC	IC	1.960802
F6_IC(304)	F6_IC	IC	2.089757
F6_IC(304)	F6_IC	IC	5.438517
F6_IC(304)	F6_IC	IC	2.752698
F6_IC(304)	F6_IC	IC	3.794646
F6_IC(304)	F6_IC	IC	2.120153
F6_IC(304)	F6_IC	IC	2.076668
F6_IC(304)	F6_IC	IC	3.109924
F6_IC(304)	F6_IC	IC	1.713127
F6_IC(304)	F6_IC	IC	2.033754
F6_IC(304)	F6_IC	IC	2.533481
F6_IC(304)	F6_IC	IC	2.491866
F6_IC(304)	F6_IC	IC	2.565108
F6_IC(304)	F6_IC	IC	2.376041
F6_IC(304)	F6_IC	IC	2.705228
F6_IC(304)	F6_IC	IC	1.702868
F6_IC(304)	F6_IC	IC	4.519839
F6_IC(304)	F6_IC	IC	2.030222
F6_IC(304)	F6_IC	IC	3.114182
F6_IC(304)	F6_IC	IC	2.801452
F6_IC(304)	F6_IC	IC	2.782922
F6_IC(304)	F6_IC	IC	3.593583
F6_IC(304)	F6_IC	IC	1.988416
F6_IC(304)	F6_IC	IC	2.319775
F6_IC(304)	F6_IC	IC	1.77433
F6_IC(304)	F6_IC	IC	2.200862
F6_IC(304)	F6_IC	IC	1.953771
F6_IC(304)	F6_IC	IC	1.90064
F6_IC(304)	F6_IC	IC	1.726171
F6_IC(304)	F6_IC	IC	2.329036
F6_IC(304)	F6_IC	IC	1.93906
F6_IC(304)	F6_IC	IC	2.148626
F6_IC(304)	F6_IC	IC	2.687369
F6_IC(304)	F6_IC	IC	2.056957
F6_IC(304)	F6_IC	IC	2.686211
F6_IC(304)	F6_IC	IC	2.159776
F6_IC(304)	F6_IC	IC	2.252917
F6_IC(304)	F6_IC	IC	2.568857
F6_IC(304)	F6_IC	IC	2.592382
F6_IC(304)	F6_IC	IC	2.523664
F6_IC(304)	F6_IC	IC	1.724259
F6_IC(304)	F6_IC	IC	3.013785
F6_IC(304)	F6_IC	IC	2.553271
F6_IC(304)	F6_IC	IC	2.913848
F6_IC(304)	F6_IC	IC	2.591428
F6_IC(304)	F6_IC	IC	5.420782
F6_IC(304)	F6_IC	IC	2.039493
F6_IC(304)	F6_IC	IC	1.827035
F6_IC(304)	F6_IC	IC	2.335673
F6_IC(304)	F6_IC	IC	2.807224
F6_IC(304)	F6_IC	IC	2.389368
F6_IC(304)	F6_IC	IC	2.178412
F6_IC(304)	F6_IC	IC	2.697763
F6_IC(304)	F6_IC	IC	1.651644
F6_IC(304)	F6_IC	IC	2.500001
F6_IC(304)	F6_IC	IC	2.222439
F6_IC(304)	F6_IC	IC	2.916697
F6_IC(304)	F6_IC	IC	2.252781
F6_IC(304)	F6_IC	IC	1.344054
F6_IC(304)	F6_IC	IC	2.014914
F6_IC(304)	F6_IC	IC	2.017336
F6_IC(304)	F6_IC	IC	1.912436
F6_IC(304)	F6_IC	IC	3.033588
F6_IC(304)	F6_IC	IC	2.928991
F6_IC(304)	F6_IC	IC	2.508979
F6_IC(304)	F6_IC	IC	2.434302
F6_IC(304)	F6_IC	IC	5.74676
F6_IC(304)	F6_IC	IC	2.236778
F6_IC(304)	F6_IC	IC	2.554709
F6_IC(304)	F6_IC	IC	2.175933
F6_IC(304)	F6_IC	IC	2.758784
F6_IC(304)	F6_IC	IC	2.274444
F6_CC(308)	F6_CC	CC	6.029979
F6_CC(308)	F6_CC	CC	4.715978
F6_CC(308)	F6_CC	CC	5.491577
F6_CC(308)	F6_CC	CC	5.178992
F6_CC(308)	F6_CC	CC	5.773761
F6_CC(308)	F6_CC	CC	5.768092
F6_CC(308)	F6_CC	CC	5.734397
F6_CC(308)	F6_CC	CC	5.504424
F6_CC(308)	F6_CC	CC	5.4208
F6_CC(308)	F6_CC	CC	5.088982
F6_CC(308)	F6_CC	CC	6.122362
F6_CC(308)	F6_CC	CC	5.393404
F6_CC(308)	F6_CC	CC	5.806458
F6_CC(308)	F6_CC	CC	5.419339
F6_CC(308)	F6_CC	CC	5.506881
F6_CC(308)	F6_CC	CC	5.927789
F6_CC(308)	F6_CC	CC	5.618998
F6_CC(308)	F6_CC	CC	5.537239
F6_CC(308)	F6_CC	CC	5.906997
F6_CC(308)	F6_CC	CC	5.887072
F6_CC(308)	F6_CC	CC	6.083159
F6_CC(308)	F6_CC	CC	5.611766
F6_CC(308)	F6_CC	CC	6.002326
F6_CC(308)	F6_CC	CC	5.386911
F6_CC(308)	F6_CC	CC	5.401237
F6_CC(308)	F6_CC	CC	5.660283
F6_CC(308)	F6_CC	CC	4.792308
F6_CC(308)	F6_CC	CC	5.505626
F6_CC(308)	F6_CC	CC	5.363877
F6_CC(308)	F6_CC	CC	6.313861
F6_CC(308)	F6_CC	CC	6.15798
F6_CC(308)	F6_CC	CC	5.734722
F6_CC(308)	F6_CC	CC	5.957547
F6_CC(308)	F6_CC	CC	5.816372
F6_CC(308)	F6_CC	CC	5.35228
F6_CC(308)	F6_CC	CC	4.91854
F6_CC(308)	F6_CC	CC	5.415795
F6_CC(308)	F6_CC	CC	6.011763
F6_CC(308)	F6_CC	CC	5.546493
F6_CC(308)	F6_CC	CC	5.82533
F6_CC(308)	F6_CC	CC	5.63014
F6_CC(308)	F6_CC	CC	4.330653
F6_CC(308)	F6_CC	CC	5.653016
F6_CC(308)	F6_CC	CC	5.296663
F6_CC(308)	F6_CC	CC	5.715789
F6_CC(308)	F6_CC	CC	5.818007
F6_CC(308)	F6_CC	CC	5.574934
F6_CC(308)	F6_CC	CC	5.705395
F6_CC(308)	F6_CC	CC	5.770532
F6_CC(308)	F6_CC	CC	5.025132
F6_CC(308)	F6_CC	CC	4.581675
F6_CC(308)	F6_CC	CC	5.904775
F6_CC(308)	F6_CC	CC	5.612328
F6_CC(308)	F6_CC	CC	5.606081
F6_CC(308)	F6_CC	CC	5.591073
F6_CC(308)	F6_CC	CC	5.386142
F6_CC(308)	F6_CC	CC	5.72011
F6_CC(308)	F6_CC	CC	5.716416
F6_CC(308)	F6_CC	CC	5.274637
F6_CC(308)	F6_CC	CC	6.016303
F6_CC(308)	F6_CC	CC	4.692914
F6_CC(308)	F6_CC	CC	5.999407
F6_CC(308)	F6_CC	CC	5.895864
F6_CC(308)	F6_CC	CC	5.732069
F6_CC(308)	F6_CC	CC	5.158579
F6_CC(308)	F6_CC	CC	5.394342
F6_CC(308)	F6_CC	CC	5.246946
F6_CC(308)	F6_CC	CC	5.059943
F6_CC(308)	F6_CC	CC	5.379921
F6_CC(308)	F6_CC	CC	5.382137
F6_CC(308)	F6_CC	CC	6.042782
F6_CC(308)	F6_CC	CC	5.05863
F6_CC(308)	F6_CC	CC	5.340456
F6_CC(308)	F6_CC	CC	5.300898
F6_CC(308)	F6_CC	CC	5.896206
F6_CC(308)	F6_CC	CC	5.466764
F6_CC(308)	F6_CC	CC	5.723179
F6_CC(308)	F6_CC	CC	6.119255
F6_CC(308)	F6_CC	CC	5.547627
F6_CC(308)	F6_CC	CC	5.898112
F6_CC(308)	F6_CC	CC	5.500604
F6_CC(308)	F6_CC	CC	5.180507
F6_CC(308)	F6_CC	CC	5.257788
F6_CC(308)	F6_CC	CC	5.516806
F6_CC(308)	F6_CC	CC	5.535208
F6_CC(308)	F6_CC	CC	6.152262
F6_CC(308)	F6_CC	CC	5.893988
F6_CC(308)	F6_CC	CC	5.407184
F6_CC(308)	F6_CC	CC	5.672932
F6_CC(308)	F6_CC	CC	5.542876
F6_CC(308)	F6_CC	CC	5.743238
F6_CC(308)	F6_CC	CC	5.203586
F6_CC(308)	F6_CC	CC	5.514171
F6_CC(308)	F6_CC	CC	5.71478
F6_CC(308)	F6_CC	CC	5.645606
F6_CC(308)	F6_CC	CC	5.456144
F6_CC(308)	F6_CC	CC	5.793673
F6_CC(308)	F6_CC	CC	5.151454
F6_CC(308)	F6_CC	CC	6.181376
F6_CC(308)	F6_CC	CC	5.044115
F6_CC(308)	F6_CC	CC	5.9352
F6_CC(308)	F6_CC	CC	4.293714
