id	PCOA1	PCOA2	group1	group2
6549G	-0.219491549	0.115382626	F7_D120	F7
6553G	-0.216973639	0.098666537	F7_D120	F7
6558G	-0.198491945	0.164357307	F7_D120	F7
6564G	-0.170368523	0.044477535	F7_D120	F7
6565G	-0.157658696	0.170362779	F7_D120	F7
6566G	-0.156655801	0.100951433	F7_D120	F7
6567G	-0.230539152	0.124234604	F7_D120	F7
6568G	-0.186456913	0.146717682	F7_D120	F7
6569G	-0.210460252	0.056680823	F7_D120	F7
6570G	-0.231173944	0.095745337	F7_D120	F7
6572G	-0.216344047	0.135988154	F7_D120	F7
6574G	-0.195431551	0.135150177	F7_D120	F7
6576G	-0.144181183	0.085437126	F7_D120	F7
6577G	-0.219753106	0.063695485	F7_D120	F7
6578G	-0.23905321	0.138498069	F7_D120	F7
6580G	-0.13832642	0.15109812	F7_D120	F7
6581G	-0.186095732	0.029203245	F7_D120	F7
6582G	-0.233790303	0.113514599	F7_D120	F7
6583G	-0.239236161	0.061141986	F7_D120	F7
6584G	-0.230169039	0.105611647	F7_D120	F7
6590G	-0.210956709	0.155731933	F7_D120	F7
6592G	-0.226204386	0.146362966	F7_D120	F7
6596G	-0.248266829	0.128791665	F7_D120	F7
6598G	-0.229091709	0.150829373	F7_D120	F7
6600G	-0.134200892	0.171573481	F7_D120	F7
6601G	-0.138065756	0.083015815	F7_D120	F7
6603G	-0.200564977	0.144891765	F7_D120	F7
6605G	-0.11522098	0.090805948	F7_D120	F7
6607G	-0.226462514	0.034764633	F7_D120	F7
6609G	-0.233204737	0.044359098	F7_D120	F7
6610G	-0.173918104	0.083159158	F7_D120	F7
6611G	-0.163382396	0.140798815	F7_D120	F7
6612G	-0.216413943	0.129560762	F7_D120	F7
6613G	-0.233983562	0.160114151	F7_D120	F7
6621G	-0.202945699	0.148170873	F7_D120	F7
6627G	-0.239898891	0.114635716	F7_D120	F7
6634G	-0.151440896	0.122141901	F7_D120	F7
6635G	-0.215000309	0.081430445	F7_D120	F7
6638G	-0.201488067	0.118342957	F7_D120	F7
6647G	-0.199488845	0.14592986	F7_D120	F7
6649G	-0.127888681	0.10107784	F7_D120	F7
6651G	-0.192726557	0.078304265	F7_D120	F7
6653G	-0.170521919	0.132077874	F7_D120	F7
6655G	-0.206026802	0.172362892	F7_D120	F7
6657G	-0.15044102	0.140381734	F7_D120	F7
6659G	-0.168651709	0.187324515	F7_D120	F7
6661G	-0.239204193	0.121962444	F7_D120	F7
6663G	-0.209159357	0.15400452	F7_D120	F7
6665G	-0.203363551	0.116855146	F7_D120	F7
6667G	-0.215461911	0.110712575	F7_D120	F7
6669G	-0.214350633	0.105472257	F7_D120	F7
6675G	-0.183113785	0.126070499	F7_D120	F7
6678G	-0.201222267	0.180675541	F7_D120	F7
6679G	-0.19803966	0.119522076	F7_D120	F7
6680G	-0.204987041	0.109896481	F7_D120	F7
6682G	-0.191694425	0.133499074	F7_D120	F7
6683G	-0.114063055	0.094145526	F7_D120	F7
6685G	-0.223614717	0.130160759	F7_D120	F7
6688G	-0.165401862	0.154116964	F7_D120	F7
6690G	-0.202676187	0.111029494	F7_D120	F7
6692G	-0.21686874	0.210951811	F7_D120	F7
6693G	-0.170182016	0.175638797	F7_D120	F7
6694G	-0.183795707	0.1156499	F7_D120	F7
6695G	-0.219719223	0.119251984	F7_D120	F7
6696G	-0.220137097	0.083478888	F7_D120	F7
6697G	-0.222501792	0.072134271	F7_D120	F7
6698G	-0.209496758	0.103976264	F7_D120	F7
6699G	-0.119280484	0.150176073	F7_D120	F7
6701G	-0.180756262	0.136674288	F7_D120	F7
6702G	-0.229261924	0.076005502	F7_D120	F7
6703G	-0.180319851	0.15994404	F7_D120	F7
6704G	-0.199480241	0.165064516	F7_D120	F7
6705G	-0.060356242	0.075305352	F7_D120	F7
6710G	-0.113658483	0.142901163	F7_D120	F7
6711G	-0.197590175	0.161650913	F7_D120	F7
6713G	-0.146699432	0.144936018	F7_D120	F7
6714G	-0.222802351	0.135802216	F7_D120	F7
6715G	-0.161902895	0.127167571	F7_D120	F7
6716G	-0.235019985	0.166341837	F7_D120	F7
6717G	-0.222378382	0.13699915	F7_D120	F7
6719G	-0.213090426	0.158938091	F7_D120	F7
6721G	-0.186706648	0.172927978	F7_D120	F7
6722G	-0.180140649	0.166916225	F7_D120	F7
6723G	-0.195138608	0.120559358	F7_D120	F7
6724G	-0.10334192	0.154750172	F7_D120	F7
6728G	-0.103426249	0.139513684	F7_D120	F7
6730G	-0.059386781	0.153662161	F7_D120	F7
6732G	-0.180788378	0.116890267	F7_D120	F7
6734G	-0.218184603	0.143709536	F7_D120	F7
6740G	-0.198442375	0.159700456	F7_D120	F7
6742G	-0.143091349	0.125981402	F7_D120	F7
6743G	-0.230119416	0.118986543	F7_D120	F7
6745G	-0.185023369	0.16050197	F7_D120	F7
6746G	-0.181139519	0.123175917	F7_D120	F7
6748G	-0.203569097	0.191239296	F7_D120	F7
6750G	-0.233110632	0.150620613	F7_D120	F7
6751G	-0.208153819	0.174811006	F7_D120	F7
6752G	-0.156006986	0.157793061	F7_D120	F7
6754G	-0.193964293	0.141042152	F7_D120	F7
6755G	-0.223557166	0.107783894	F7_D120	F7
6756G	-0.151309265	0.177152206	F7_D120	F7
6757G	0.025823695	0.052158765	F7_D120	F7
6759G	-0.162277432	0.206154403	F7_D120	F7
6761G	-0.110081562	0.187237151	F7_D120	F7
6763G	-0.170405282	0.168314199	F7_D120	F7
6766G	-0.243804026	0.129418458	F7_D120	F7
6768G	-0.197134487	0.169217509	F7_D120	F7
6770G	-0.213427378	0.159087214	F7_D120	F7
6774G	-0.217653092	0.114706795	F7_D120	F7
6783G	-0.166629949	0.196965246	F7_D120	F7
6784G	-0.188482823	0.173816868	F7_D120	F7
6789G	-0.175920049	0.165684024	F7_D120	F7
6791G	-0.171481857	0.137034336	F7_D120	F7
6793G	-0.189152906	0.115456388	F7_D120	F7
6795G	-0.176601551	0.197367543	F7_D120	F7
6797G	-0.229852586	0.096911017	F7_D120	F7
6800G	-0.174222778	0.15645196	F7_D120	F7
6802G	-0.148536473	0.124682253	F7_D120	F7
6807G	-0.187169439	0.072300049	F7_D120	F7
6811G	-0.15296102	0.120856456	F7_D120	F7
6813G	-0.005695172	0.027787125	F7_D120	F7
6815G	-0.193313767	0.06393567	F7_D120	F7
6820G	-0.087963883	0.120706246	F7_D120	F7
6821G	-0.195426534	0.08713811	F7_D120	F7
6822G	-0.209688127	0.106166681	F7_D120	F7
6825G	-0.187639823	0.169614121	F7_D120	F7
6829G	-0.208967348	0.144941702	F7_D120	F7
6830G	-0.17377675	0.101088732	F7_D120	F7
6831G	-0.14515554	0.168129985	F7_D120	F7
6832G	-0.097073924	0.129154476	F7_D120	F7
6833G	-0.184646681	0.149039986	F7_D120	F7
6834G	-0.097778492	0.110589241	F7_D120	F7
6835G	-0.143372995	0.14061218	F7_D120	F7
6837G	-0.176999839	0.137909457	F7_D120	F7
6838G	-0.161276193	0.157541395	F7_D120	F7
6840G	-0.130389638	0.195269771	F7_D120	F7
6841G	-0.176900019	0.154425277	F7_D120	F7
6842G	-0.124468345	0.189768353	F7_D120	F7
6843G	-0.178205612	0.192159686	F7_D120	F7
6845G	-0.200473808	0.126121612	F7_D120	F7
6846G	-0.200621376	0.184038068	F7_D120	F7
6847G	-0.1692313	0.195275362	F7_D120	F7
6848G	-0.231719671	0.072038378	F7_D120	F7
6849G	-0.159671079	0.131968109	F7_D120	F7
6850G	-0.209781592	0.180438766	F7_D120	F7
6851G	-0.147452038	0.151399986	F7_D120	F7
6852G	-0.189173981	0.161268613	F7_D120	F7
6853G	-0.182328413	0.174332045	F7_D120	F7
6857G	-0.217519178	0.09189274	F7_D120	F7
6859G	-0.225376247	0.116750835	F7_D120	F7
6861G	-0.159741407	0.154919932	F7_D120	F7
6864G	-0.215734311	0.152995939	F7_D120	F7
6867G	-0.237259491	0.102461647	F7_D120	F7
6868G	-0.202759171	0.118417681	F7_D120	F7
6869G	-0.17241662	0.081720719	F7_D120	F7
6870G	-0.176769429	0.125475947	F7_D120	F7
6872G	-0.201923725	0.125038146	F7_D120	F7
6874G	-0.214514384	0.103346389	F7_D120	F7
6875G	-0.167530595	0.120607993	F7_D120	F7
6876G	-0.172293173	0.147925547	F7_D120	F7
6877G	-0.160079277	0.135095227	F7_D120	F7
6878G	-0.199311814	0.089702502	F7_D120	F7
6879G	-0.130620512	0.127856703	F7_D120	F7
6880G	-0.219842032	0.17971782	F7_D120	F7
6882G	-0.194227835	0.098104404	F7_D120	F7
6884G	-0.193297256	0.128861881	F7_D120	F7
6887G	-0.024039697	0.069040295	F7_D120	F7
6888G	-0.167492618	0.098756807	F7_D120	F7
6890G	-0.207355057	0.075516916	F7_D120	F7
6891G	-0.19929454	0.127091235	F7_D120	F7
6893G	-0.205226967	0.136893152	F7_D120	F7
6894G	-0.15041458	0.139323367	F7_D120	F7
6895G	-0.176242082	0.13181773	F7_D120	F7
6896G	-0.162705956	0.106051583	F7_D120	F7
6898G	-0.206070486	0.020643643	F7_D120	F7
6899G	-0.212311433	0.135708554	F7_D120	F7
6900G	-0.163121788	0.164728296	F7_D120	F7
6901G	-0.155348787	0.182731258	F7_D120	F7
6903G	-0.218931135	0.104619772	F7_D120	F7
6904G	-0.144994554	0.14472478	F7_D120	F7
6905G	-0.178537017	0.112401371	F7_D120	F7
6910G	-0.253331222	0.09699898	F7_D120	F7
6911G	-0.196773129	0.161963701	F7_D120	F7
6912G	-0.04144905	0.120439845	F7_D120	F7
6915G	-0.170635713	0.164713423	F7_D120	F7
6916G	-0.188874934	0.156338943	F7_D120	F7
6918G	-0.156297154	0.166576863	F7_D120	F7
6919G	0.178955303	-0.128604213	F7_D120	F7
6922G	-0.169115202	0.108097462	F7_D120	F7
6924G	-0.117970332	0.132420147	F7_D120	F7
6932G	-0.131792611	0.089529347	F7_D120	F7
6937G	-0.188338394	0.125507226	F7_D120	F7
6949G	-0.089661905	0.113521823	F7_D120	F7
6951G	-0.155522342	0.153487471	F7_D120	F7
6953G	-0.22984809	0.129775328	F7_D120	F7
6960G	-0.194911651	0.13640716	F7_D120	F7
6967G	-0.188681145	0.071238277	F7_D120	F7
6971G	-0.192332907	0.134559667	F7_D120	F7
6983G	-0.194412276	0.187351908	F7_D120	F7
6985G	-0.209412243	0.114512834	F7_D120	F7
6993G	-0.214455399	0.081034651	F7_D120	F7
6995G	-0.190573769	0.167522528	F7_D120	F7
6999G	-0.144631349	0.14246504	F7_D120	F7
7001G	-0.172162328	0.12299921	F7_D120	F7
7003G	-0.199790801	0.053544515	F7_D120	F7
7005G	-0.201370159	0.180469656	F7_D120	F7
7009G	-0.195308729	0.201223343	F7_D120	F7
7011G	-0.162280631	0.115096309	F7_D120	F7
7013G	-0.151396928	0.205016235	F7_D120	F7
7015G	-0.178448351	0.141909127	F7_D120	F7
7017G	-0.213640876	0.052571106	F7_D120	F7
7019G	-0.183602848	0.112370937	F7_D120	F7
7021G	-0.221924933	0.12557009	F7_D120	F7
7023G	-0.221596334	0.117973601	F7_D120	F7
7025G	-0.172039171	0.165334854	F7_D120	F7
7029G	-0.223433064	0.119235564	F7_D120	F7
7033G	-0.157404477	0.174665481	F7_D120	F7
7041G	-0.220299529	0.138530431	F7_D120	F7
7043G	-0.205949692	0.137757941	F7_D120	F7
7045G	-0.209587526	0.051888224	F7_D120	F7
7047G	-0.163830808	0.159255756	F7_D120	F7
7049G	-0.167996724	0.139433951	F7_D120	F7
7051G	-0.15778749	0.104814237	F7_D120	F7
7053G	-0.173641608	0.116818113	F7_D120	F7
7055G	-0.185190678	0.093740916	F7_D120	F7
7057G	-0.181443928	0.068245699	F7_D120	F7
7059G	-0.19187058	0.104916286	F7_D120	F7
7061G	-0.204522236	0.122900801	F7_D120	F7
7063G	-0.23221731	0.107536712	F7_D120	F7
7067G	-0.174632723	0.124666046	F7_D120	F7
7069G	-0.168803938	0.129808437	F7_D120	F7
7071G	-0.095342087	0.109606601	F7_D120	F7
7073G	-0.148788163	0.035715015	F7_D120	F7
7075G	-0.194721029	0.138956683	F7_D120	F7
7079G	-0.197464809	0.120840164	F7_D120	F7
7082G	-0.167674025	0.11793054	F7_D120	F7
7085G	-0.165701806	0.14834819	F7_D120	F7
7087G	-0.026066963	0.085460533	F7_D120	F7
7089G	-0.118772794	0.134871672	F7_D120	F7
7093G	-0.226768798	0.103213397	F7_D120	F7
7097G	-0.169701068	0.123267341	F7_D120	F7
7101G	-0.041099412	0.069352575	F7_D120	F7
7103G	-0.172071571	0.133780146	F7_D120	F7
7105G	-0.213821826	0.059944594	F7_D120	F7
7107G	-0.093029004	0.099077719	F7_D120	F7
7111G	-0.163172666	0.067824321	F7_D120	F7
7113G	-0.150877684	0.116162075	F7_D120	F7
5800F	-0.123785238	0.155412928	F7_D240	F7
5801F	-0.218118609	0.195346275	F7_D240	F7
5802F	-0.228740781	0.164911469	F7_D240	F7
5803F	-0.185488549	0.072432143	F7_D240	F7
5805F	-0.236338361	0.132886026	F7_D240	F7
5806F	-0.206699415	0.14876835	F7_D240	F7
5807F	-0.183295145	0.132206755	F7_D240	F7
5808F	-0.081175364	0.073411585	F7_D240	F7
5809F	-0.222719779	0.112229662	F7_D240	F7
5811F	-0.200303256	0.139927104	F7_D240	F7
5812F	-0.233486873	0.126285298	F7_D240	F7
5813F	-0.212543574	0.080317249	F7_D240	F7
5814F	-0.205361591	0.106408022	F7_D240	F7
5815F	-0.208187707	0.131781034	F7_D240	F7
5816F	-0.187225718	0.144173414	F7_D240	F7
5820F	-0.225387955	0.116085184	F7_D240	F7
5821F	-0.218766376	0.042372948	F7_D240	F7
5822F	-0.192518776	0.039890294	F7_D240	F7
5823F	-0.215609029	0.034533292	F7_D240	F7
5824F	-0.165718975	0.167200378	F7_D240	F7
5825F	-0.225490604	0.066507162	F7_D240	F7
5826F	-0.246068268	0.133965769	F7_D240	F7
5827F	-0.208000025	0.080164086	F7_D240	F7
5828F	-0.240241917	0.118074957	F7_D240	F7
5829F	-0.170319856	0.082152431	F7_D240	F7
5830F	-0.24844114	0.090300482	F7_D240	F7
5833F	-0.230917344	0.171272286	F7_D240	F7
5834F	-0.220335577	0.061346081	F7_D240	F7
5835F	-0.183491252	0.127412164	F7_D240	F7
5836F	-0.179654645	0.137766191	F7_D240	F7
5837F	-0.257773838	0.104820017	F7_D240	F7
5838F	-0.166228648	0.116137635	F7_D240	F7
5839F	-0.237461774	0.103013447	F7_D240	F7
5840F	-0.12518154	0.121058936	F7_D240	F7
5843F	-0.226930744	0.078405794	F7_D240	F7
5845F	-0.211337066	0.142316729	F7_D240	F7
5847F	-0.198435344	0.087111029	F7_D240	F7
5849F	-0.21224066	0.095254988	F7_D240	F7
5850F	-0.202198745	0.101764792	F7_D240	F7
5851F	-0.211984656	0.109285441	F7_D240	F7
5852F	-0.228730924	0.073653328	F7_D240	F7
5855F	-0.236893196	0.050395712	F7_D240	F7
5857F	-0.22881959	0.073802559	F7_D240	F7
5859F	-0.231649191	0.137449604	F7_D240	F7
5863F	-0.177585945	0.141442832	F7_D240	F7
5865F	-0.186149746	0.090222422	F7_D240	F7
5866F	-0.124462751	0.080949856	F7_D240	F7
5868F	-0.182522642	0.104716616	F7_D240	F7
5871F	-0.213416258	0.125705911	F7_D240	F7
5875F	-0.202380496	0.141305212	F7_D240	F7
5876F	-0.066729929	0.058610429	F7_D240	F7
5877F	-0.215638818	0.114179441	F7_D240	F7
5880F	-0.152814968	0.158454176	F7_D240	F7
5882F	-0.213326606	0.143405815	F7_D240	F7
5884F	-0.202030125	0.100080872	F7_D240	F7
5886F	-0.248162933	0.086884951	F7_D240	F7
5887F	-0.188934824	0.139522871	F7_D240	F7
5888F	-0.157531569	0.130627476	F7_D240	F7
5890F	-0.194069749	0.094624733	F7_D240	F7
5891F	-0.253172373	0.113757863	F7_D240	F7
5892F	-0.226243644	0.113437378	F7_D240	F7
5894F	-0.205985774	0.128550501	F7_D240	F7
5895F	-0.227402102	0.139952462	F7_D240	F7
5896F	-0.204052577	0.166557309	F7_D240	F7
5897F	-0.217678014	0.127354022	F7_D240	F7
5899F	-0.208265482	0.145371539	F7_D240	F7
5901F	-0.205716961	0.158172442	F7_D240	F7
5902F	-0.230871899	0.108066215	F7_D240	F7
5903F	-0.223877944	0.132775418	F7_D240	F7
5904F	-0.256884565	0.117702583	F7_D240	F7
5905F	-0.207455565	0.101243945	F7_D240	F7
5906F	-0.17860229	0.146433058	F7_D240	F7
5907F	-0.245679312	0.114147765	F7_D240	F7
5908F	-0.247169743	0.130297679	F7_D240	F7
5909F	-0.23092207	0.170363367	F7_D240	F7
5910F	-0.237262178	0.052164328	F7_D240	F7
5911F	-0.210729062	0.121883971	F7_D240	F7
5913F	-0.140815554	0.118879618	F7_D240	F7
5916F	-0.242465056	0.105128316	F7_D240	F7
5917F	-0.208523375	0.147614013	F7_D240	F7
5918F	-0.236653146	0.103260351	F7_D240	F7
5919F	-0.187568157	0.163917647	F7_D240	F7
5920F	-0.220890347	0.063047235	F7_D240	F7
5922F	-0.207572754	0.077950107	F7_D240	F7
5924F	-0.172451241	0.158482892	F7_D240	F7
5927F	-0.184810883	0.188571685	F7_D240	F7
5929F	-0.195812194	0.091485266	F7_D240	F7
5931F	-0.231157928	0.14704558	F7_D240	F7
5933F	-0.193821144	0.147849377	F7_D240	F7
5934F	-0.238741011	0.118989	F7_D240	F7
5935F	-0.173527038	0.135713192	F7_D240	F7
5936F	-0.19102986	0.158329285	F7_D240	F7
5937F	-0.250787744	0.109358445	F7_D240	F7
5938F	-0.22389869	0.13106961	F7_D240	F7
5939F	-0.206473055	0.064615574	F7_D240	F7
5940F	-0.218146361	0.104570693	F7_D240	F7
5941F	-0.235658201	0.067174574	F7_D240	F7
5942F	-0.12781283	0.187754088	F7_D240	F7
5943F	-0.204533729	0.138977308	F7_D240	F7
5944F	-0.165704862	0.137382962	F7_D240	F7
5946F	-0.139371435	0.1753498	F7_D240	F7
5947F	-0.208399284	0.032613013	F7_D240	F7
5948F	-0.214511158	0.147185085	F7_D240	F7
5950F	-0.183097267	0.179277478	F7_D240	F7
5952F	-0.172333163	0.15317232	F7_D240	F7
5953F	-0.248409366	0.091304759	F7_D240	F7
5954F	-0.210335169	0.147757192	F7_D240	F7
5955F	-0.179718858	0.147228364	F7_D240	F7
5956F	-0.222152949	0.1714111	F7_D240	F7
5958F	-0.223597175	0.162519736	F7_D240	F7
5959F	-0.2080914	0.127386386	F7_D240	F7
5960F	-0.235200584	0.179135973	F7_D240	F7
5962F	-0.143062321	0.164805486	F7_D240	F7
5963F	-0.182961234	0.152068651	F7_D240	F7
5964F	-0.223776071	0.173925506	F7_D240	F7
5967F	-0.178814926	0.129179345	F7_D240	F7
5969F	-0.24854902	0.12482343	F7_D240	F7
5970F	-0.23821542	0.050614992	F7_D240	F7
5971F	-0.243050456	0.132646944	F7_D240	F7
5972F	-0.189186718	0.037976175	F7_D240	F7
5973F	-0.154632105	0.19555368	F7_D240	F7
5974F	-0.223812945	0.083164744	F7_D240	F7
5976F	-0.227322239	0.087248144	F7_D240	F7
5977F	-0.203728164	0.122332022	F7_D240	F7
5979F	-0.203477943	0.177917536	F7_D240	F7
5981F	-0.174623674	0.120654971	F7_D240	F7
5983F	-0.219592236	0.139056055	F7_D240	F7
5985F	-0.197202812	0.107614454	F7_D240	F7
5986F	-0.21681371	0.163383474	F7_D240	F7
5987F	-0.217719318	0.146934716	F7_D240	F7
5988F	-0.24942999	0.140720928	F7_D240	F7
5989F	-0.216184497	0.191627504	F7_D240	F7
5990F	-0.21532258	0.094805417	F7_D240	F7
5991F	-0.217423997	0.143811754	F7_D240	F7
5994F	-0.190350061	0.119358236	F7_D240	F7
5995F	-0.197061796	0.127667891	F7_D240	F7
6001F	-0.213884739	0.074102078	F7_D240	F7
6002F	-0.228564143	0.112687585	F7_D240	F7
6004F	-0.119568628	0.070509078	F7_D240	F7
6005F	-0.189137402	0.055760386	F7_D240	F7
6006F	-0.105956172	0.124855348	F7_D240	F7
6007F	-0.229543022	0.109857762	F7_D240	F7
6008F	-0.18007139	0.151209446	F7_D240	F7
6009F	-0.145054353	0.145184379	F7_D240	F7
6011F	-0.246885216	0.08022537	F7_D240	F7
6013F	-0.224020812	0.11201641	F7_D240	F7
6014F	-0.227373689	0.129929229	F7_D240	F7
6016F	-0.232578593	0.160907136	F7_D240	F7
6017F	-0.238766672	0.116043709	F7_D240	F7
6019F	-0.253900131	0.149022694	F7_D240	F7
6021F	-0.179818767	0.189276079	F7_D240	F7
6022F	-0.208494931	0.15138679	F7_D240	F7
6025F	-0.230263378	0.138704233	F7_D240	F7
6027F	-0.219076621	0.128747174	F7_D240	F7
6029F	-0.233201249	0.152824526	F7_D240	F7
6030F	-0.228924541	0.152859962	F7_D240	F7
6031F	-0.215903402	0.098478825	F7_D240	F7
6039F	-0.225178111	0.094756935	F7_D240	F7
6040F	-0.251983662	0.11141452	F7_D240	F7
6044F	-0.240518351	0.0856631	F7_D240	F7
6045F	-0.240160379	0.055088062	F7_D240	F7
6046F	-0.243812773	0.108486033	F7_D240	F7
6048F	-0.185552009	0.145438956	F7_D240	F7
6049F	-0.210691654	0.114184087	F7_D240	F7
6050F	-0.229276577	0.084712978	F7_D240	F7
6051F	-0.223799885	0.112394101	F7_D240	F7
6052F	-0.204024748	0.080429259	F7_D240	F7
6055F	-0.101532036	0.144005341	F7_D240	F7
6057F	-0.145834242	0.172715205	F7_D240	F7
6058F	-0.219293789	0.089511171	F7_D240	F7
6060F	-0.167888003	0.102275824	F7_D240	F7
6061F	-0.244404516	0.154250068	F7_D240	F7
6064F	-0.198101632	0.132571061	F7_D240	F7
6065F	-0.194178427	0.157214969	F7_D240	F7
6066F	-0.176037641	0.136124639	F7_D240	F7
6068F	-0.108857402	0.147154974	F7_D240	F7
6070F	-0.184564255	0.147573995	F7_D240	F7
6071F	-0.187455405	0.112367742	F7_D240	F7
6078F	-0.218377172	0.096610384	F7_D240	F7
6082F	-0.195229602	0.151009737	F7_D240	F7
6084F	-0.207711968	0.045202323	F7_D240	F7
6086F	-0.139027658	0.11181165	F7_D240	F7
6087F	-0.221823982	0.139686893	F7_D240	F7
6089F	-0.158965172	0.148332531	F7_D240	F7
6090F	-0.243904552	0.106294119	F7_D240	F7
6093F	-0.212791253	0.161093901	F7_D240	F7
6096F	-0.221443757	0.135225679	F7_D240	F7
6101F	-0.190774766	0.118851253	F7_D240	F7
6103F	-0.07779785	0.072775188	F7_D240	F7
6105F	-0.183124415	0.198402798	F7_D240	F7
6107F	-0.209451972	0.100428096	F7_D240	F7
6110F	-0.137650498	0.126488016	F7_D240	F7
6114F	-0.01277199	0.096108986	F7_D240	F7
6115F	-0.214359842	0.123693958	F7_D240	F7
6117F	-0.22722497	0.133049309	F7_D240	F7
6119F	-0.224196613	0.081713274	F7_D240	F7
6125F	-0.15095229	0.052237049	F7_D240	F7
6127F	-0.166772457	-0.070305525	F7_D240	F7
6128F	-0.23633775	0.10748216	F7_D240	F7
6129F	-0.186898344	0.120152899	F7_D240	F7
6131F	-0.1859041	-0.037685488	F7_D240	F7
6133F	-0.227351173	0.154815693	F7_D240	F7
6134F	-0.221872544	0.095828076	F7_D240	F7
6135F	-0.188045609	0.119564183	F7_D240	F7
6137F	-0.154392985	0.107600295	F7_D240	F7
6140F	-0.242757868	0.125477076	F7_D240	F7
6143F	-0.1658903	0.14212275	F7_D240	F7
6144F	-0.253499097	0.079870344	F7_D240	F7
6146F	-0.231516183	0.12361234	F7_D240	F7
6147F	-0.234797476	0.117264174	F7_D240	F7
6149F	-0.157027196	0.078800771	F7_D240	F7
6150F	-0.234897795	0.066401641	F7_D240	F7
6158F	-0.178295924	0.100886696	F7_D240	F7
6160F	-0.230930748	0.089146637	F7_D240	F7
6162F	-0.164377153	0.03634029	F7_D240	F7
6167F	-0.232649268	0.116059188	F7_D240	F7
6170F	-0.235974104	0.108303378	F7_D240	F7
6175F	-0.201828192	0.179469455	F7_D240	F7
6179F	-0.226608025	0.076727907	F7_D240	F7
6182F	-0.228646297	0.086654188	F7_D240	F7
6184F	-0.180510159	0.148852243	F7_D240	F7
6185F	0.022107259	-0.017278041	F7_D240	F7
6186F	-0.219447157	0.086082324	F7_D240	F7
6187F	-0.226125928	0.114631842	F7_D240	F7
6188F	-0.214173599	0.142988342	F7_D240	F7
6191F	-0.223921158	0.141926466	F7_D240	F7
6192F	-0.224549773	0.146377353	F7_D240	F7
6193F	-0.135268334	0.052712088	F7_D240	F7
6203F	-0.222792852	0.082791337	F7_D240	F7
6204F	-0.219695787	0.14115807	F7_D240	F7
6207F	-0.131123005	0.063581749	F7_D240	F7
6210F	-0.148737136	0.100974325	F7_D240	F7
6211F	-0.237693551	0.136407308	F7_D240	F7
6220F	-0.205908734	0.083764385	F7_D240	F7
6222F	-0.237143519	0.107145881	F7_D240	F7
6225F	-0.234581931	0.125662336	F7_D240	F7
6227F	-0.230977411	0.091837908	F7_D240	F7
6228F	-0.231564937	0.125697407	F7_D240	F7
6229F	-0.236712422	0.087112937	F7_D240	F7
6230F	-0.239251204	0.071391392	F7_D240	F7
6231F	-0.216694504	0.090432419	F7_D240	F7
6233F	-0.262234829	0.11134678	F7_D240	F7
6235F	-0.240331436	0.091745082	F7_D240	F7
6238F	-0.133732311	0.162885765	F7_D240	F7
6239F	-0.047984219	0.083894547	F7_D240	F7
6240F	-0.240792695	0.114501607	F7_D240	F7
6245F	-0.160864213	0.125074879	F7_D240	F7
6247F	-0.193614827	0.079614395	F7_D240	F7
6251F	-0.218187923	0.077895033	F7_D240	F7
6253F	-0.220598541	0.170971438	F7_D240	F7
6254F	-0.221869042	0.129001818	F7_D240	F7
6256F	-0.22535789	0.145977224	F7_D240	F7
6259F	-0.1551105	0.088149401	F7_D240	F7
6262F	-0.195067183	0.201832304	F7_D240	F7
6267F	-0.213107736	0.095646143	F7_D240	F7
6268F	-0.20756725	0.121387309	F7_D240	F7
6269F	-0.214987066	0.129809484	F7_D240	F7
6272F	-0.217328648	0.125261756	F7_D240	F7
6273F	-0.200114185	0.098605862	F7_D240	F7
6275F	-0.174889881	0.112601799	F7_D240	F7
6277F	-0.212441912	0.135671924	F7_D240	F7
6281F	-0.146175402	0.076440971	F7_D240	F7
6283F	-0.213056854	0.064060668	F7_D240	F7
6291F	-0.231738416	0.163282802	F7_D240	F7
6292F	-0.248877027	0.098441191	F7_D240	F7
6293F	-0.208135965	0.140373686	F7_D240	F7
6294F	-0.227828851	0.153640796	F7_D240	F7
6297F	-0.210154402	0.137961834	F7_D240	F7
6299F	-0.213658282	0.157037759	F7_D240	F7
6301F	-0.178343999	0.17517908	F7_D240	F7
6303F	-0.214035914	0.12909127	F7_D240	F7
6310F	-0.19733695	0.105856272	F7_D240	F7
6311F	-0.176492472	0.16604275	F7_D240	F7
6319F	-0.050626784	0.106040928	F7_D240	F7
6322F	-0.218339631	0.204067109	F7_D240	F7
6325F	-0.182304746	0.103939371	F7_D240	F7
6327F	-0.225798824	0.089878737	F7_D240	F7
6328F	-0.168042016	0.163552756	F7_D240	F7
6330F	-0.102358769	0.087017211	F7_D240	F7
6334F	-0.187453727	0.166966958	F7_D240	F7
6340F	-0.228603159	0.141949033	F7_D240	F7
6341F	-0.196254161	0.161979444	F7_D240	F7
6345F	-0.188661917	0.166869717	F7_D240	F7
6347F	-0.186090595	0.105250772	F7_D240	F7
6349F	-0.223357294	0.112387722	F7_D240	F7
6350F	-0.101362363	0.115911316	F7_D240	F7
6351F	-0.193138265	0.105103688	F7_D240	F7
6352F	-0.173338975	0.097148824	F7_D240	F7
6353F	-0.212079617	0.103515881	F7_D240	F7
6355F	-0.213425499	0.181782939	F7_D240	F7
