DS	TAX	HER1	HER2	LEVEL
D240	Otu24285	0.065941263	0.0660 	OTUs
D240	Otu18553	0.065779862	0.0574 	OTUs
D240	Otu31033	0.065734645	0.0657 	OTUs
D240	Otu14046	0.065715841	0.0657 	OTUs
D240	Otu7768	0.065705528	0.0657 	OTUs
D240	Otu15961	0.065702928	0.0657 	OTUs
D240	Otu7454	0.065663314	0.0647 	OTUs
D240	Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella	0.065562722	0.0508 	Genus
D240	Otu21363	0.065558708	0.0656 	OTUs
D240	Bacteria.TM7	0.065474788	0.0603 	Phylum
D240	Otu1235	0.065442551	0.0654 	OTUs
D240	Otu28668	0.065350931	0.0644 	OTUs
D240	Otu9793	0.065330522	0.0612 	OTUs
D240	Otu8688	0.065287781	0.0506 	OTUs
D240	Otu5891	0.06527235	0.0653 	OTUs
D240	Otu1126	0.065271984	0.0653 	OTUs
D240	Otu9879	0.065263007	0.0653 	OTUs
D240	Otu7039	0.065212825	0.0652 	OTUs
D240	Bacteria.Firmicutes	0.065034987	0.0650 	Phylum
D240	Otu9564	0.065005702	0.0650 	OTUs
D240	Otu24290	0.064906443	0.0649 	OTUs
D240	Otu28892	0.064809038	0.0648 	OTUs
D240	Otu711	0.064694489	0.0647 	OTUs
D240	Otu9116	0.064622722	0.0646 	OTUs
D240	Otu981	0.064537238	0.0641 	OTUs
D240	Bacteria.Verrucomicrobia.Opitutae	0.064485855	0.0645 	Class
D240	Otu7399	0.064449867	0.0612 	OTUs
D240	Otu8098	0.064215188	0.0642 	OTUs
D240	Otu7391	0.064202125	0.0362 	OTUs
D240	Otu1782	0.064198552	0.0591 	OTUs
D240	Otu23572	0.064170409	0.0642 	OTUs
D240	Otu10546	0.064052962	0.0641 	OTUs
D240	Otu7049	0.064033611	0.0640 	OTUs
D240	Otu28526	0.06395122	0.0613 	OTUs
D240	Otu6987	0.063939562	0.0640 	OTUs
D240	Otu174	0.063879202	0.0639 	OTUs
D240	Otu15832	0.063857642	0.0627 	OTUs
D240	Otu17036	0.063857043	0.0639 	OTUs
D240	Otu26244	0.063745887	0.0607 	OTUs
D240	Otu131	0.063726988	0.0637 	OTUs
D240	Otu15864	0.06366506	0.0637 	OTUs
D240	Otu8923	0.063664627	0.0630 	OTUs
D240	Otu3996	0.063651868	0.0636 	OTUs
D240	Otu28595	0.063630629	0.0636 	OTUs
D240	Otu29958	0.063584731	0.0636 	OTUs
D240	Otu11097	0.06356308	0.0542 	OTUs
D240	Otu329	0.063536175	0.0635 	OTUs
D240	Otu8860	0.063535656	0.0635 	OTUs
D240	Otu582	0.063443382	0.0634 	OTUs
D240	Bacteria.Fusobacteria	0.063399221	0.0634 	Phylum
D240	Bacteria.Fusobacteria.Fusobacteriia	0.063399221	0.0634 	Class
D240	Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales	0.063399221	0.0634 	Order
D240	Bacteria.Fusobacteria.Fusobacteriia.Fusobacteriales.Fusobacteriaceae	0.063399221	0.0634 	Family
D240	Otu22241	0.063319506	0.0633 	OTUs
D240	Otu17438	0.06330665	0.0594 	OTUs
D240	Otu280	0.063246306	0.0413 	OTUs
D240	Otu22626	0.063195412	0.0632 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae	0.063158583	0.0632 	Family
D240	Otu1511	0.063103639	0.0631 	OTUs
D240	Otu1527	0.063061761	0.0631 	OTUs
D240	Otu14236	0.063056405	0.0631 	OTUs
D240	Otu10648	0.063029566	0.0630 	OTUs
D240	Otu16976	0.062891385	0.0629 	OTUs
D240	Otu4008	0.062843158	0.0629 	OTUs
D240	Otu10933	0.062803139	0.0628 	OTUs
D240	Otu27581	0.062773108	0.0628 	OTUs
D240	Otu8766	0.062759742	0.0628 	OTUs
D240	Otu17268	0.062633693	0.0626 	OTUs
D240	Otu10427	0.062549751	0.0625 	OTUs
D240	Otu775	0.062501164	0.0590 	OTUs
D240	Otu15857	0.062453361	0.0625 	OTUs
D240	Otu785	0.062388808	0.0624 	OTUs
D240	Otu7076	0.062358372	0.0624 	OTUs
D240	Otu7883	0.062355781	0.0624 	OTUs
D240	Otu1276	0.062315247	0.0623 	OTUs
D240	Otu1242	0.062312118	0.0623 	OTUs
D240	Otu13125	0.062300628	0.0623 	OTUs
D240	Otu10116	0.062147842	0.0621 	OTUs
D240	Otu22317	0.062058934	0.0621 	OTUs
D240	Otu7404	0.062029011	0.0620 	OTUs
D240	Otu10843	0.062027776	0.0614 	OTUs
D240	Otu7130	0.061954573	0.0528 	OTUs
D240	Otu17428	0.06194021	0.0616 	OTUs
D240	Otu511	0.061874408	0.0493 	OTUs
D240	Otu15729	0.061862441	0.0510 	OTUs
D240	Otu15917	0.061849102	0.0573 	OTUs
D240	Otu21552	0.061721416	0.0458 	OTUs
D240	Otu28711	0.061716911	0.0617 	OTUs
D240	Otu11064	0.061569574	0.0234 	OTUs
D240	Bacteria.Proteobacteria.Deltaproteobacteria.GMD14H09	0.061554137	0.0472 	Order
D240	Otu484	0.061512669	0.0598 	OTUs
D240	Otu19743	0.061382874	0.0614 	OTUs
D240	Otu16384	0.061379065	0.0533 	OTUs
D240	Otu17023	0.06136486	0.0614 	OTUs
D240	Otu31323	0.061276797	0.0460 	OTUs
D240	Otu221	0.061269396	0.0432 	OTUs
D240	Otu23104	0.061219086	0.0612 	OTUs
D240	Otu8257	0.061211473	0.0612 	OTUs
D240	Otu28926	0.06114741	0.0611 	OTUs
D240	Otu10643	0.061114321	0.0611 	OTUs
D240	Otu9289	0.061091816	0.0571 	OTUs
D240	Otu9514	0.061028097	0.0610 	OTUs
D240	Otu17884	0.060778369	0.0608 	OTUs
D240	Otu1109	0.060578816	0.0606 	OTUs
D240	Otu7087	0.060561943	0.0605 	OTUs
D240	Otu15691	0.06053911	0.0473 	OTUs
D240	Otu17408	0.060506488	0.0605 	OTUs
D240	Otu24569	0.060439333	0.0604 	OTUs
D240	Otu17031	0.060380901	0.0604 	OTUs
D240	Otu26356	0.060281746	0.0540 	OTUs
D240	Otu21563	0.060184008	0.0602 	OTUs
D240	Otu9033	0.060165598	0.0602 	OTUs
D240	Otu24647	0.060017213	0.0600 	OTUs
D240	Otu554	0.059953594	0.0599 	OTUs
D240	Otu9671	0.059913356	0.0599 	OTUs
D240	Otu26308	0.059851191	0.0599 	OTUs
D240	Otu20963	0.059846021	0.0598 	OTUs
D240	Otu9928	0.059791555	0.0598 	OTUs
D240	Otu7609	0.059734192	0.0568 	OTUs
D240	Otu724	0.059687211	0.0597 	OTUs
D240	Otu24389	0.059656972	0.0235 	OTUs
D240	Otu10046	0.05965129	0.0590 	OTUs
D240	Otu9168	0.05962128	0.0596 	OTUs
D240	Otu518	0.059582923	0.0591 	OTUs
D240	Otu16343	0.059545775	0.0595 	OTUs
D240	Otu30360	0.059518713	0.0595 	OTUs
D240	Otu7869	0.059502661	0.0587 	OTUs
D240	Otu9107	0.059490603	0.0458 	OTUs
D240	Otu1156	0.059484363	0.0595 	OTUs
D240	Otu8672	0.059472269	0.0595 	OTUs
D240	Otu8813	0.059436676	0.0594 	OTUs
D240	Otu15922	0.059427705	0.0534 	OTUs
D240	Otu17087	0.059300956	0.0583 	OTUs
D240	Otu21977	0.059267623	0.0593 	OTUs
D240	Otu22120	0.059211569	0.0550 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.Clostridium_celatum	0.059209066	0.0564 	Species
D240	Otu7245	0.059109723	0.0591 	OTUs
D240	Otu7024	0.059071666	0.0567 	OTUs
D240	Otu22087	0.059012753	0.0590 	OTUs
D240	Otu464	0.05898703	0.0576 	OTUs
D240	Otu23028	0.058962604	0.0590 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Mogibacteriaceae	0.058955897	0.0590 	Family
D240	Otu28568	0.058952578	0.0485 	OTUs
D240	Otu7789	0.058889286	0.0579 	OTUs
D240	Otu14841	0.058759796	0.0588 	OTUs
D240	Otu31196	0.058657281	0.0562 	OTUs
D240	Otu7492	0.058655373	0.0587 	OTUs
D240	Otu8150	0.058597514	0.0586 	OTUs
D240	Otu10678	0.058546971	0.0511 	OTUs
D240	Otu16321	0.058539811	0.0406 	OTUs
D240	Otu19674	0.058538602	0.0585 	OTUs
D240	Otu31371	0.058537666	0.0416 	OTUs
D240	Otu26564	0.058467291	0.0585 	OTUs
D240	Otu12097	0.058338534	0.0587 	OTUs
D240	Otu7071	0.058337478	0.0582 	OTUs
D240	Otu9532	0.058280823	0.0500 	OTUs
D240	Otu7121	0.058260958	0.0583 	OTUs
D240	Otu8869	0.058124337	0.0581 	OTUs
D240	Otu4669	0.058095638	0.0581 	OTUs
D240	Otu17025	0.058075779	0.0581 	OTUs
D240	Otu15787	0.057901195	0.0579 	OTUs
D240	Otu7385	0.057744776	0.0349 	OTUs
D240	Otu25069	0.057693872	0.0577 	OTUs
D240	Otu21012	0.057504791	0.0575 	OTUs
D240	Otu30919	0.057439707	0.0574 	OTUs
D240	Otu10138	0.057427071	0.0444 	OTUs
D240	Otu3815	0.057414151	0.0479 	OTUs
D240	Otu725	0.057396424	0.0574 	OTUs
D240	Otu7292	0.057363858	0.0574 	OTUs
D240	Otu697	0.057317821	0.0573 	OTUs
D240	Otu368	0.057300195	0.0573 	OTUs
D240	Otu8921	0.05719502	0.0572 	OTUs
D240	Otu710	0.057185474	0.0572 	OTUs
D240	Otu638	0.057091783	0.0519 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales	0.056879574	0.0569 	Order
D240	Otu10640	0.05687654	0.0569 	OTUs
D240	Otu15712	0.0568322	0.0558 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus.Ruminococcus_bromii	0.056800114	0.0411 	Species
D240	Otu25560	0.056778028	0.0535 	OTUs
D240	Otu9743	0.056695416	0.0564 	OTUs
D240	Otu11094	0.056668259	0.0567 	OTUs
D240	Otu24393	0.056645647	0.0567 	OTUs
D240	Otu4713	0.056596533	0.0566 	OTUs
D240	Otu1516	0.056520523	0.0565 	OTUs
D240	Otu120	0.056507729	0.0565 	OTUs
D240	Otu7802	0.056469573	0.0557 	OTUs
D240	Otu8146	0.056468294	0.0458 	OTUs
D240	Otu28474	0.0564534	0.0565 	OTUs
D240	Otu7204	0.056407026	0.0564 	OTUs
D240	Otu706	0.05639022	0.0564 	OTUs
D240	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Paraprevotellaceae.Paraprevotella	0.056282315	0.0563 	Genus
D240	Otu9336	0.056273158	0.0563 	OTUs
D240	Otu7075	0.05621059	0.0562 	OTUs
D240	Otu7461	0.056160743	0.0562 	OTUs
D240	Otu814	0.056154465	0.0466 	OTUs
D240	Otu29929	0.05614352	0.0561 	OTUs
D240	Otu248	0.056091579	0.0561 	OTUs
D240	Bacteria.Firmicutes.Clostridia	0.05604065	0.0560 	Class
D240	Otu15783	0.055908949	0.0559 	OTUs
D240	Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus	0.055849364	0.0558 	Genus
D240	Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae	0.055840054	0.0558 	Family
D240	Otu16238	0.0557531	0.0526 	OTUs
D240	Otu7753	0.055715474	0.0492 	OTUs
D240	Otu15689	0.055697647	0.0557 	OTUs
D240	Otu28641	0.055559609	0.0556 	OTUs
D240	Otu7170	0.055296677	0.0553 	OTUs
D240	Otu9280	0.055271401	0.0553 	OTUs
D240	Otu23887	0.055233819	0.0552 	OTUs
D240	Otu26881	0.055156839	0.0552 	OTUs
D240	Otu913	0.055145484	0.0540 	OTUs
D240	Otu6892	0.055124244	0.0230 	OTUs
D240	Otu7508	0.05505389	0.0551 	OTUs
D240	Otu25029	0.055014487	0.0550 	OTUs
D240	Otu15789	0.054983319	0.0550 	OTUs
D240	Bacteria.Fibrobacteres	0.05497518	0.0531 	Phylum
D240	Bacteria.Fibrobacteres.Fibrobacteria	0.05497518	0.0531 	Class
D240	Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales	0.05497518	0.0531 	Order
D240	Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales.Fibrobacteraceae	0.05497518	0.0531 	Family
D240	Bacteria.Fibrobacteres.Fibrobacteria.Fibrobacterales.Fibrobacteraceae.Fibrobacter	0.05497518	0.0531 	Genus
D240	Otu16884	0.054968552	0.0550 	OTUs
D240	Otu2613	0.054943742	0.0549 	OTUs
D240	Otu7507	0.054878656	0.0549 	OTUs
D240	Otu1144	0.054820655	0.0526 	OTUs
D240	Otu28700	0.05474012	0.0394 	OTUs
D240	Otu15696	0.054669557	0.0440 	OTUs
D240	Otu9176	0.054657206	0.0547 	OTUs
D240	Otu1140	0.054602011	0.0496 	OTUs
D240	Otu656	0.054532036	0.0545 	OTUs
D240	Otu17001	0.054474977	0.0545 	OTUs
D240	Otu8125	0.054315403	0.0448 	OTUs
D240	Otu10102	0.054278826	0.0543 	OTUs
D240	Otu21476	0.054167412	0.0542 	OTUs
D240	Otu7232	0.054058916	0.0411 	OTUs
D240	Otu15695	0.05397265	0.0516 	OTUs
D240	Otu22060	0.053960961	0.0316 	OTUs
D240	Otu215	0.053924316	0.0539 	OTUs
D240	Otu8698	0.053913608	0.0539 	OTUs
D240	Otu24693	0.053856797	0.0539 	OTUs
D240	Otu21483	0.053835985	0.0484 	OTUs
D240	Otu16007	0.053796919	0.0538 	OTUs
D240	Otu28738	0.053736254	0.0376 	OTUs
D240	Otu26648	0.053672865	0.0537 	OTUs
D240	Otu8941	0.053616943	0.0536 	OTUs
D240	Otu9005	0.053605608	0.0536 	OTUs
D240	Otu16221	0.05358907	0.0477 	OTUs
D240	Otu16499	0.053534188	0.0519 	OTUs
D240	Otu103	0.053530191	0.0348 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus	0.053530014	0.0442 	Genus
D240	Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Porphyromonadaceae	0.053519441	0.0535 	Family
D240	Otu1261	0.053505979	0.0535 	OTUs
D240	Otu12204	0.053414296	0.0534 	OTUs
D240	Otu18319	0.053391991	0.0534 	OTUs
D240	Otu11536	0.053378211	0.0534 	OTUs
D240	Otu1138	0.053235708	0.0488 	OTUs
D240	Otu9368	0.053219175	0.0496 	OTUs
D240	Otu6982	0.053202915	0.0532 	OTUs
D240	Otu879	0.053188704	0.0532 	OTUs
D240	Otu31314	0.053031378	0.0530 	OTUs
D240	Otu7283	0.05301821	0.0530 	OTUs
D240	Otu9788	0.053005812	0.0530 	OTUs
D240	Otu26615	0.053002527	0.0530 	OTUs
D240	Otu8832	0.052995937	0.0530 	OTUs
D240	Otu679	0.052964737	0.0530 	OTUs
D240	Otu11085	0.052931565	0.0497 	OTUs
D240	Otu24563	0.05282446	0.0488 	OTUs
D240	Otu30329	0.052722606	0.0527 	OTUs
D240	Otu7304	0.052618768	0.0526 	OTUs
D240	Otu7352	0.052496332	0.0525 	OTUs
D240	Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Verrucomicrobiaceae.Akkermansia	0.052481715	0.0525 	Genus
D240	Otu19675	0.052457629	0.0520 	OTUs
D240	Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.Coprobacillus	0.052407572	0.0524 	Genus
D240	Otu24730	0.052374434	0.0524 	OTUs
D240	Otu29930	0.05232001	0.0477 	OTUs
D240	Otu15820	0.052307782	0.0492 	OTUs
D240	Otu17010	0.052264267	0.0333 	OTUs
D240	Otu8718	0.05212975	0.0521 	OTUs
D240	Otu11017	0.052109504	0.0485 	OTUs
D240	Otu26299	0.052080156	0.0521 	OTUs
D240	Otu9613	0.052048875	0.0520 	OTUs
D240	Otu607	0.05202476	0.0520 	OTUs
D240	Otu7029	0.052006548	0.0196 	OTUs
D240	Otu7835	0.051962335	0.0415 	OTUs
D240	Bacteria.Synergistetes.Synergistia.Synergistales.Synergistaceae	0.051893203	0.0519 	Family
D240	Otu369	0.051860399	0.0519 	OTUs
D240	Otu21461	0.051855195	0.0487 	OTUs
D240	Otu1347	0.051776713	0.0518 	OTUs
D240	Otu199	0.051686475	0.0517 	OTUs
D240	Otu472	0.051640362	0.0449 	OTUs
D240	Otu28592	0.051576602	0.0516 	OTUs
D240	Otu12355	0.051567297	0.0516 	OTUs
D240	Otu16271	0.051534899	0.0515 	OTUs
D240	Otu19700	0.051492392	0.0515 	OTUs
D240	Otu1449	0.051331596	0.0513 	OTUs
D240	Otu26003	0.051299331	0.0513 	OTUs
D240	Otu14328	0.051279277	0.0253 	OTUs
D240	Otu16617	0.051075097	0.0426 	OTUs
D240	Otu7030	0.051023892	0.0510 	OTUs
D240	Otu28509	0.050957789	0.0510 	OTUs
D240	Otu22014	0.050944167	0.0510 	OTUs
D240	Otu605	0.050916021	0.0509 	OTUs
D240	Otu9919	0.050703696	0.0507 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Clostridium	0.050698968	0.0507 	Genus
D240	Otu16824	0.05061112	0.0483 	OTUs
D240	Otu10577	0.050576401	0.0506 	OTUs
D240	Otu26351	0.050556006	0.0317 	OTUs
D240	Otu995	0.050535335	0.0505 	OTUs
D240	Otu612	0.050502525	0.0495 	OTUs
D240	Otu2570	0.050425905	0.0504 	OTUs
D240	Otu264	0.050392287	0.0504 	OTUs
D240	Otu9640	0.050325716	0.0503 	OTUs
D240	Otu1325	0.05028984	0.0510 	OTUs
D240	Otu16974	0.050199374	0.0502 	OTUs
D240	Otu21517	0.05009503	0.0360 	OTUs
D240	Otu10967	0.050084765	0.0486 	OTUs
D240	Otu970	0.04996744	0.0260 	OTUs
D240	Otu10744	0.049918266	0.0168 	OTUs
D240	Bacteria.Verrucomicrobia.Verruco.5.WCHB1.41.WCHB1.25	0.049863112	0.0499 	Family
D240	Otu69	0.049863112	0.0499 	OTUs
D240	Otu28440	0.049841845	0.0498 	OTUs
D240	Otu8017	0.049623972	0.0464 	OTUs
D240	Otu914	0.049566231	0.0496 	OTUs
D240	Otu8757	0.049500707	0.0093 	OTUs
D240	Otu7068	0.049474816	0.0495 	OTUs
D240	Otu7181	0.049466159	0.0495 	OTUs
D240	Otu12221	0.04943045	0.0494 	OTUs
D240	Otu10594	0.049425849	0.0494 	OTUs
D240	Otu895	0.049383619	0.0494 	OTUs
D240	Otu665	0.049371314	0.0494 	OTUs
D240	Otu9238	0.049280213	0.0493 	OTUs
D240	Otu16518	0.049207956	0.0492 	OTUs
D240	Otu16225	0.04917356	0.0492 	OTUs
D240	Otu7221	0.04910612	0.0491 	OTUs
D240	Otu10576	0.049101208	0.0491 	OTUs
D240	Otu8993	0.049019818	0.0490 	OTUs
D240	Otu21229	0.048960551	0.0489 	OTUs
D240	Otu7143	0.0487925	0.0488 	OTUs
D240	Otu21561	0.048720656	0.0487 	OTUs
D240	Otu21197	0.048663945	0.0487 	OTUs
D240	Otu21562	0.048562189	0.0486 	OTUs
D240	Otu17249	0.048553203	0.0486 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerostipes	0.048507389	0.0406 	Genus
D240	Otu11573	0.048507109	0.0434 	OTUs
D240	Otu23267	0.048482594	0.0485 	OTUs
D240	Otu716	0.04845965	0.0485 	OTUs
D240	Otu24470	0.048448403	0.0462 	OTUs
D240	Otu7207	0.048280678	0.0415 	OTUs
D240	Otu17546	0.048228235	0.0421 	OTUs
D240	Otu3388	0.048193625	0.0482 	OTUs
D240	Otu718	0.048184218	0.0482 	OTUs
D240	Otu8673	0.04815226	0.0481 	OTUs
D240	Otu21940	0.048098956	0.0481 	OTUs
D240	Otu7161	0.048064061	0.0426 	OTUs
D240	Otu9614	0.048033838	0.0480 	OTUs
D240	Otu24543	0.047960321	0.0480 	OTUs
D240	Otu467	0.047941895	0.0479 	OTUs
D240	Otu7146	0.047931945	0.0479 	OTUs
D240	Otu8060	0.047878474	0.0479 	OTUs
D240	Otu29209	0.047833143	0.0478 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Veillonellaceae.Mitsuokella.Mitsuokella_multacida	0.047782907	0.0478 	Species
D240	Otu227	0.047782907	0.0478 	OTUs
D240	Otu11440	0.047770923	0.0478 	OTUs
D240	Otu6424	0.047769693	0.0246 	OTUs
D240	Otu22412	0.047705202	0.0477 	OTUs
D240	Otu8797	0.047697192	0.0477 	OTUs
D240	Otu7067	0.047641598	0.0476 	OTUs
D240	Otu1175	0.04757258	0.0476 	OTUs
D240	Otu8709	0.047531318	0.0475 	OTUs
D240	Otu8677	0.047530377	0.0475 	OTUs
D240	Otu8140	0.047506874	0.0415 	OTUs
D240	Otu9027	0.047426569	0.0474 	OTUs
D240	Otu9712	0.047244173	0.0472 	OTUs
D240	Otu1124	0.047232655	0.0472 	OTUs
D240	Otu15828	0.047138521	0.0424 	OTUs
D240	Otu1934	0.047081289	0.0471 	OTUs
D240	Otu8724	0.047016674	0.0470 	OTUs
D240	Otu9789	0.04699554	0.0470 	OTUs
D240	Otu16058	0.046958061	0.0448 	OTUs
D240	Otu17645	0.046824018	0.0468 	OTUs
D240	Otu4066	0.046802458	0.0384 	OTUs
D240	Otu1576	0.046679206	0.0466 	OTUs
D240	Otu17255	0.046675288	0.0467 	OTUs
D240	Otu19717	0.0466734	0.0467 	OTUs
D240	Otu9737	0.04660227	0.0364 	OTUs
D240	Otu1068	0.046565159	0.0461 	OTUs
D240	Otu29876	0.046529515	0.0352 	OTUs
D240	Otu7036	0.046481093	0.0465 	OTUs
D240	Otu9691	0.046380169	0.0464 	OTUs
D240	Otu483	0.046377663	0.0464 	OTUs
D240	Otu688	0.046376907	0.0464 	OTUs
D240	Otu15671	0.046347554	0.0464 	OTUs
D240	Otu30087	0.046299062	0.0463 	OTUs
D240	Otu30508	0.046270389	0.0463 	OTUs
D240	Otu7069	0.046248713	0.0443 	OTUs
D240	Otu1579	0.046223047	0.0403 	OTUs
D240	Otu29179	0.046215089	0.0445 	OTUs
D240	Otu1177	0.046211186	0.0462 	OTUs
D240	Otu7231	0.046194309	0.0462 	OTUs
D240	Otu23315	0.045886334	0.0459 	OTUs
D240	Otu30899	0.045886123	0.0457 	OTUs
D240	Otu1046	0.045852052	0.0432 	OTUs
D240	Bacteria.Firmicutes.Erysipelotrichi.Erysipelotrichales.Erysipelotrichaceae.RFN20	0.04582828	0.0458 	Genus
D240	Otu5723	0.045819971	0.0314 	OTUs
D240	Otu1473	0.045748214	0.0457 	OTUs
D240	Otu2866	0.045660818	0.0268 	OTUs
D240	Otu941	0.045655064	0.0457 	OTUs
D240	Otu16062	0.045619099	0.0456 	OTUs
D240	Otu695	0.045611712	0.0455 	OTUs
D240	Otu599	0.045611227	0.0456 	OTUs
D240	Otu16289	0.045598142	0.0458 	OTUs
D240	Otu16190	0.045573325	0.0456 	OTUs
D240	Otu12740	0.045549283	0.0456 	OTUs
D240	Otu25058	0.045537438	0.0455 	OTUs
D240	Otu680	0.045526802	0.0455 	OTUs
D240	Otu17225	0.045507543	0.0455 	OTUs
D240	Bacteria.Firmicutes.Bacilli.Bacillales	0.045470556	0.0452 	Order
D240	Otu18014	0.045439493	0.0399 	OTUs
D240	Otu25243	0.045416977	0.0454 	OTUs
D240	Otu777	0.045386384	0.0454 	OTUs
D240	Otu1547	0.045377868	0.0372 	OTUs
D240	Otu17658	0.045362732	0.0460 	OTUs
D240	Otu11129	0.045266774	0.0453 	OTUs
D240	Otu24203	0.045265781	0.0453 	OTUs
D240	Otu7224	0.04525651	0.0365 	OTUs
D240	Otu8771	0.04523373	0.0452 	OTUs
D240	Otu11437	0.045217227	0.0452 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Ruminococcus	0.045191118	0.0324 	Genus
D240	Otu7260	0.04518511	0.0452 	OTUs
D240	Otu1929	0.045150941	0.0452 	OTUs
D240	Otu16514	0.045030195	0.0450 	OTUs
D240	Otu28983	0.044983061	0.0358 	OTUs
D240	Otu16397	0.044917076	0.0308 	OTUs
D240	Otu793	0.044865712	0.0449 	OTUs
D240	Otu7119	0.044680535	0.0439 	OTUs
D240	Otu16778	0.044678092	0.0447 	OTUs
D240	Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Ruminococcus.Ruminococcus_gnavus	0.044532442	0.0330 	Species
D240	Otu3027	0.044522798	0.0425 	OTUs
D240	Otu3901	0.044465708	0.0349 	OTUs
D240	Otu213	0.044448142	0.0406 	OTUs
D240	Otu16280	0.044401861	0.0312 	OTUs
D240	Otu6992	0.044388416	0.0419 	OTUs
D240	Otu7259	0.044382648	0.0444 	OTUs
D240	Otu1418	0.04431538	0.0443 	OTUs
D240	Otu17251	0.044148459	0.0441 	OTUs
D240	Otu15823	0.044137273	0.0441 	OTUs
D240	Otu28937	0.044112427	0.0441 	OTUs
D240	Otu19669	0.044099153	0.0441 	OTUs
D240	Otu29240	0.044060864	0.0441 	OTUs
D240	Otu13852	0.044024737	0.0440 	OTUs
D240	Otu559	0.043965498	0.0440 	OTUs
D240	Otu31123	0.043956703	0.0440 	OTUs
D240	Otu31649	0.043945947	0.0439 	OTUs
D240	Otu22508	0.043863147	0.0439 	OTUs
D240	Otu3327	0.043736341	0.0437 	OTUs
D240	Otu12441	0.043663978	0.0437 	OTUs
D240	Otu9802	0.04363807	0.0436 	OTUs
D240	Otu19699	0.043521551	0.0352 	OTUs
D240	Otu7168	0.043437263	0.0434 	OTUs
D240	Otu1819	0.043430379	0.0434 	OTUs
D240	Otu15741	0.043410641	0.0434 	OTUs
D240	Otu9216	0.043353579	0.0290 	OTUs
D240	Otu28627	0.043319431	0.0366 	OTUs
D240	Otu3344	0.043295689	0.0433 	OTUs
D240	Otu9074	0.04327669	0.0433 	OTUs
D240	Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales	0.043230754	0.0432 	Order
D240	Otu7162	0.043219983	0.0432 	OTUs
D240	Otu15670	0.043184883	0.0432 	OTUs
D240	Otu22610	0.043177324	0.0432 	OTUs
D240	Bacteria.Verrucomicrobia.Opitutae.HA64	0.043121641	0.0431 	Order
D240	Otu1290	0.043121641	0.0431 	OTUs
D240	Otu1151	0.043117394	0.0380 	OTUs
D240	Otu1354	0.042852081	0.0405 	OTUs
D240	Otu27898	0.042851647	0.0429 	OTUs
D240	Otu7811	0.042798552	0.0428 	OTUs
D240	Otu24330	0.042792502	0.0428 	OTUs
D240	Otu1652	0.042703105	0.0427 	OTUs
D240	Otu958	0.04263806	0.0362 	OTUs
D240	Otu16783	0.042597763	0.0426 	OTUs
D240	Otu824	0.042520228	0.0425 	OTUs
D240	Otu10514	0.042474379	0.0425 	OTUs
D240	Otu8066	0.042416569	0.0424 	OTUs
D240	Otu31582	0.04240873	0.0424 	OTUs
D240	Otu1333	0.042370408	0.0424 	OTUs
D240	Otu9566	0.042289278	0.0303 	OTUs
D240	Otu21148	0.042236392	0.0328 	OTUs
D240	Otu836	0.042170404	0.0422 	OTUs
D240	Otu15747	0.042139714	0.0421 	OTUs
D240	Otu13879	0.042103716	0.0421 	OTUs
D240	Otu28457	0.042070029	0.0404 	OTUs
D240	Otu10541	0.041993427	0.0420 	OTUs
D240	Otu7822	0.041973218	0.0408 	OTUs
D240	Otu10597	0.041971692	0.0420 	OTUs
D240	Otu23394	0.041951021	0.0419 	OTUs
D240	Otu7788	0.041926282	0.0419 	OTUs
D240	Bacteria.Proteobacteria.Betaproteobacteria.Burkholderiales.Oxalobacteraceae	0.041798991	0.0418 	Family
